wavenumber [cm^-1],absorbance
1701.8797,0.013676
1702.8172,0.012781
1703.7547,0.012781
1704.6922,0.012334
1705.6297,0.012334
1706.5672,0.012334
1707.5047,0.011887
1708.4422,0.011887
1709.3797,0.011887
1710.3172,0.011887
1711.2547,0.011887
1712.1922,0.011887
1713.1297,0.012334
1714.0672,0.012334
1715.0047,0.012334
1715.9422,0.012781
1716.8797,0.012781
1717.8172,0.012334
1718.7547,0.012334
1719.6922,0.012334
1720.6297,0.012781
1721.5672,0.012781
1722.5047,0.012781
1723.4422,0.012781
1724.3797,0.012781
1725.3172,0.013676
1726.2547,0.013676
1727.1922,0.013676
1728.1297,0.013676
1729.0672,0.014125
1730.0047,0.014125
1730.9422,0.014125
1731.8798,0.014125
1732.8173,0.014125
1733.7548,0.014125
1734.6923,0.014125
1735.6298,0.014125
1736.5673,0.014125
1737.5048,0.014125
1738.4423,0.014125
1739.3798,0.014125
1740.3173,0.014125
1741.2548,0.013676
1742.1923,0.013676
1743.1298,0.012781
1744.0673,0.012781
1745.0048,0.012781
1745.9423,0.012781
1746.8798,0.012781
1747.8173,0.012781
1748.7548,0.012334
1749.6923,0.012334
1750.6298,0.012334
1751.5673,0.012334
1752.5048,0.012334
1753.4423,0.012334
1754.3798,0.012334
1755.3173,0.012334
1756.2548,0.012334
1757.1923,0.012334
1758.1298,0.012781
1759.0673,0.012781
1760.0048,0.013676
1760.9423,0.013676
1761.8799,0.014125
1762.8174,0.014125
1763.7549,0.014125
1764.6924,0.015023
1765.6299,0.015023
1766.5674,0.015023
1767.5049,0.015023
1768.4424,0.015023
1769.3799,0.015023
1770.3174,0.015473
1771.2549,0.015023
1772.1924,0.015023
1773.1299,0.014125
1774.0674,0.014125
1775.0049,0.013676
1775.9424,0.012781
1776.8799,0.012781
1777.8174,0.012781
1778.7549,0.012781
1779.6924,0.012334
1780.6299,0.012334
1781.5674,0.012334
1782.5049,0.012334
1783.4424,0.012334
1784.3799,0.012334
1785.3174,0.012334
1786.2549,0.011887
1787.1924,0.011887
1788.1299,0.011887
1789.0674,0.011887
1790.0049,0.011887
1790.9425,0.011887
1791.8800,0.010995
1792.8175,0.010995
1793.7550,0.010995
1794.6925,0.010995
1795.6300,0.010995
1796.5675,0.010995
1797.5050,0.010995
1798.4425,0.010995
1799.3800,0.010995
1800.3175,0.010995
1801.2550,0.010995
1802.1925,0.010550
1803.1300,0.010550
1804.0675,0.010550
1805.0050,0.010550
1805.9425,0.010550
1806.8800,0.010550
1807.8175,0.010550
1808.7550,0.010550
1809.6925,0.010550
1810.6300,0.010550
1811.5675,0.010550
1812.5050,0.010550
1813.4425,0.010550
1814.3800,0.009661
1815.3175,0.009661
1816.2550,0.009661
1817.1925,0.009661
1818.1300,0.009661
1819.0675,0.009661
1820.0050,0.009661
1820.9425,0.009661
1821.8801,0.009661
1822.8176,0.009661
1823.7551,0.009661
1824.6926,0.009661
1825.6301,0.009661
1826.5676,0.009661
1827.5051,0.009661
1828.4426,0.009661
1829.3801,0.009661
1830.3176,0.009661
1831.2551,0.009661
1832.1926,0.009661
1833.1301,0.009661
1834.0676,0.009661
1835.0051,0.009661
1835.9426,0.009661
1836.8801,0.009661
1837.8176,0.009661
1838.7551,0.009661
1839.6926,0.009661
1840.6301,0.010550
1841.5676,0.010550
1842.5051,0.010550
1843.4426,0.010550
1844.3801,0.010995
1845.3176,0.010995
1846.2551,0.010995
1847.1926,0.010995
1848.1301,0.010995
1849.0676,0.010995
1850.0051,0.010995
1850.9427,0.010995
1851.8802,0.010995
1852.8177,0.010995
1853.7552,0.010550
1854.6927,0.010550
1855.6302,0.010550
1856.5677,0.010550
1857.5052,0.010550
1858.4427,0.010550
1859.3802,0.010550
1860.3177,0.010550
1861.2552,0.010550
1862.1927,0.010550
1863.1302,0.010550
1864.0677,0.010550
1865.0052,0.010550
1865.9427,0.010550
1866.8802,0.010550
1867.8177,0.010550
1868.7552,0.009661
1869.6927,0.009661
1870.6302,0.009661
1871.5677,0.009661
1872.5052,0.009661
1873.4427,0.009661
1874.3802,0.009661
1875.3177,0.009661
1876.2552,0.009661
1877.1927,0.009661
1878.1302,0.009661
1879.0677,0.009661
1880.0052,0.009661
1880.9428,0.009661
1881.8803,0.009661
1882.8178,0.009661
1883.7553,0.010550
1884.6928,0.010550
1885.6303,0.010550
1886.5678,0.010550
1887.5053,0.010550
1888.4428,0.010550
1889.3803,0.010550
1890.3178,0.010550
1891.2553,0.010550
1892.1928,0.010550
1893.1303,0.010550
1894.0678,0.010550
1895.0053,0.010550
1895.9428,0.010550
1896.8803,0.010550
1897.8178,0.010550
1898.7553,0.010550
1899.6928,0.010550
1900.6303,0.010550
1901.5678,0.010550
1902.5053,0.010550
1903.4428,0.010550
1904.3803,0.010550
1905.3178,0.010550
1906.2553,0.010550
1907.1928,0.010550
1908.1303,0.010550
1909.0678,0.010550
1910.0053,0.010550
1910.9429,0.010550
1911.8804,0.010550
1912.8179,0.010550
1913.7554,0.010550
1914.6929,0.010550
1915.6304,0.010550
1916.5679,0.009661
1917.5054,0.009661
1918.4429,0.009661
1919.3804,0.009661
1920.3179,0.009661
1921.2554,0.009661
1922.1929,0.009661
1923.1304,0.009661
1924.0679,0.009661
1925.0054,0.009661
1925.9429,0.009661
1926.8804,0.009661
1927.8179,0.009661
1928.7554,0.009661
1929.6929,0.009661
1930.6304,0.009661
1931.5679,0.009661
1932.5054,0.009661
1933.4429,0.010550
1934.3804,0.010550
1935.3179,0.010550
1936.2554,0.010550
1937.1929,0.010550
1938.1304,0.010550
1939.0679,0.010550
1940.0055,0.010550
1940.9430,0.010995
1941.8805,0.010995
1942.8180,0.010995
1943.7555,0.010995
1944.6930,0.010995
1945.6305,0.010995
1946.5680,0.010995
1947.5055,0.010550
1948.4430,0.010550
1949.3805,0.010550
1950.3180,0.009661
1951.2555,0.009217
1952.1930,0.009661
1953.1305,0.009217
1954.0680,0.009217
1955.0055,0.009217
1955.9430,0.009217
1956.8805,0.009217
1957.8180,0.009217
1958.7555,0.009217
1959.6930,0.009217
1960.6305,0.009217
1961.5680,0.009217
1962.5055,0.009217
1963.4430,0.009217
1964.3805,0.009217
1965.3180,0.009217
1966.2555,0.009217
1967.1930,0.009217
1968.1305,0.009217
1969.0680,0.009217
1970.0056,0.009217
1970.9431,0.009217
1971.8806,0.009217
1972.8181,0.009217
1973.7556,0.009217
1974.6931,0.009217
1975.6306,0.009217
1976.5681,0.009217
1977.5056,0.009217
1978.4431,0.009217
1979.3806,0.009217
1980.3181,0.009661
1981.2556,0.009661
1982.1931,0.009661
1983.1306,0.009661
1984.0681,0.009661
1985.0056,0.009661
1985.9431,0.009661
1986.8806,0.009661
1987.8181,0.009661
1988.7556,0.009661
1989.6931,0.009661
1990.6306,0.010550
1991.5681,0.010550
1992.5056,0.010550
1993.4431,0.010550
1994.3806,0.010550
1995.3181,0.010550
1996.2556,0.010995
1997.1931,0.010995
1998.1306,0.010995
1999.0681,0.010995
2000.0057,0.011887
2000.9432,0.012110
2001.8807,0.012334
2002.8182,0.012334
2003.7557,0.012334
2004.6932,0.012334
2005.6307,0.012334
2006.5682,0.012557
2007.5057,0.012781
2008.4432,0.012781
2009.3807,0.012781
2010.3182,0.012781
2011.2557,0.012781
2012.1932,0.013228
2013.1307,0.013676
2014.0682,0.013676
2015.0057,0.013676
2015.9432,0.013900
2016.8807,0.014125
2017.8182,0.015203
2018.7557,0.016374
2019.6932,0.016599
2020.6307,0.016825
2021.5682,0.017277
2022.5057,0.017729
2023.4432,0.017955
2024.3807,0.018181
2025.3182,0.018861
2026.2557,0.019542
2027.1932,0.020224
2028.1307,0.020907
2029.0682,0.020907
2030.0058,0.020907
2030.9433,0.021135
2031.8808,0.021363
2032.8183,0.021819
2033.7558,0.022276
2034.6933,0.022505
2035.6308,0.022734
2036.5683,0.022734
2037.5058,0.022734
2038.4433,0.023192
2039.3808,0.023650
2040.3183,0.023650
2041.2558,0.023650
2042.1933,0.023879
2043.1308,0.024109
2044.0683,0.024109
2045.0058,0.024109
2045.9433,0.024109
2046.8808,0.024109
2047.8183,0.023467
2048.7558,0.022780
2049.6933,0.022505
2050.6308,0.022276
2051.5683,0.022276
2052.5058,0.022276
2053.4433,0.022276
2054.3808,0.022276
2055.3183,0.022505
2056.2558,0.022734
2057.1933,0.024706
2058.1308,0.026780
2059.0683,0.029049
2060.0059,0.031377
2060.9434,0.033717
2061.8809,0.036071
2062.8184,0.039529
2063.7559,0.043112
2064.6934,0.046724
2065.6309,0.050366
2066.5684,0.045854
2067.5059,0.040815
2068.4434,0.029979
2069.3809,0.018997
2070.3184,0.018181
2071.2559,0.018181
2072.1934,0.019451
2073.1309,0.020816
2074.0684,0.024293
2075.0059,0.028029
2075.9434,0.031938
2076.8809,0.035929
2077.8184,0.038389
2078.7559,0.040768
2079.6934,0.041627
2080.6309,0.042345
2081.5684,0.045275
2082.5059,0.048420
2083.4434,0.049343
2084.3809,0.050074
2085.3184,0.048565
2086.2559,0.046869
2087.1934,0.046047
2088.1309,0.045323
2089.0684,0.044842
2090.0060,0.044360
2090.9435,0.044072
2091.8810,0.043832
2092.8185,0.040339
2093.7560,0.036543
2094.6935,0.034046
2095.6310,0.031704
2096.5685,0.030025
2097.5060,0.028399
2098.4435,0.023879
2099.3810,0.019088
2100.3185,0.018408
2101.2560,0.018181
2102.1935,0.017593
2103.1310,0.016915
2104.0685,0.016238
2105.0060,0.015563
2105.9435,0.014663
2106.8810,0.013766
2107.8185,0.013094
2108.7560,0.012423
2109.6935,0.012155
2110.6310,0.011932
2111.5685,0.011887
2112.5060,0.011887
2113.4435,0.011887
2114.3810,0.011887
2115.3185,0.011887
2116.2560,0.011887
2117.1935,0.011887
2118.1310,0.011887
2119.0685,0.012066
2120.0061,0.012289
2120.9436,0.012334
2121.8811,0.012334
2122.8186,0.012512
2123.7561,0.012736
2124.6936,0.013766
2125.6311,0.014888
2126.5686,0.015023
2127.5061,0.015023
2128.4436,0.015023
2129.3811,0.015023
2130.3186,0.015023
2131.2561,0.015023
2132.1936,0.015023
2133.1311,0.015023
2134.0686,0.014439
2135.0061,0.013766
2135.9436,0.013273
2136.8811,0.012825
2137.8186,0.012602
2138.7561,0.012378
2139.6936,0.012155
2140.6311,0.011932
2141.5686,0.011486
2142.5061,0.011040
2143.4436,0.010995
2144.3811,0.010995
2145.3186,0.010995
2146.2561,0.010995
2147.1936,0.010995
2148.1311,0.010995
2149.0686,0.010995
2150.0062,0.010995
2150.9437,0.010995
2151.8812,0.010995
2152.8187,0.010995
2153.7562,0.010995
2154.6937,0.010995
2155.6312,0.010995
2156.5687,0.010995
2157.5062,0.010995
2158.4437,0.010995
2159.3812,0.010995
2160.3187,0.010995
2161.2562,0.010995
2162.1937,0.010995
2163.1312,0.010995
2164.0687,0.010995
2165.0062,0.010995
2165.9437,0.010995
2166.8812,0.010995
2167.8187,0.010817
2168.7562,0.010595
2169.6937,0.010550
2170.6312,0.010550
2171.5687,0.010550
2172.5062,0.010550
2173.4437,0.010550
2174.3812,0.010550
2175.3187,0.010550
2176.2562,0.010550
2177.1937,0.010550
2178.1312,0.010550
2179.0688,0.010550
2180.0063,0.010550
2180.9438,0.010550
2181.8813,0.010550
2182.8188,0.010194
2183.7563,0.009750
2184.6938,0.009661
2185.6313,0.009661
2186.5688,0.009661
2187.5063,0.009661
2188.4438,0.009661
2189.3813,0.009661
2190.3188,0.009661
2191.2563,0.009661
2192.1938,0.009661
2193.1313,0.009661
2194.0688,0.009661
2195.0063,0.009661
2195.9438,0.009484
2196.8813,0.009262
2197.8188,0.009217
2198.7563,0.009217
2199.6938,0.009217
2200.6313,0.009217
2201.5688,0.009217
2202.5063,0.009217
2203.4438,0.009217
2204.3813,0.009217
2205.3188,0.009217
2206.2563,0.009217
2207.1938,0.009217
2208.1313,0.009217
2209.0689,0.009217
2210.0064,0.009217
2210.9439,0.009217
2211.8814,0.009217
2212.8189,0.009217
2213.7564,0.009217
2214.6939,0.009217
2215.6314,0.009217
2216.5689,0.009217
2217.5064,0.009217
2218.4439,0.009217
2219.3814,0.009217
2220.3189,0.009217
2221.2564,0.009217
2222.1939,0.009217
2223.1314,0.009217
2224.0689,0.009217
2225.0064,0.009217
2225.9439,0.009217
2226.8814,0.009217
2227.8189,0.009217
2228.7564,0.009217
2229.6939,0.009217
2230.6314,0.009217
2231.5689,0.008863
2232.5064,0.008420
2233.4439,0.008331
2234.3814,0.008331
2235.3189,0.008331
2236.2564,0.008331
2237.1939,0.008154
2238.1314,0.007933
2239.0690,0.007889
2240.0065,0.007889
2240.9440,0.007889
2241.8815,0.007889
2242.8190,0.007535
2243.7565,0.007093
2244.6940,0.007005
2245.6315,0.007005
2246.5690,0.007005
2247.5065,0.007005
2248.4440,0.007005
2249.3815,0.007005
2250.3190,0.007005
2251.2565,0.007005
2252.1940,0.007005
2253.1315,0.007005
2254.0690,0.007005
2255.0065,0.007005
2255.9440,0.007005
2256.8815,0.007005
2257.8190,0.007005
2258.7565,0.007005
2259.6940,0.007005
2260.6315,0.007005
2261.5690,0.007005
2262.5065,0.007005
2263.4440,0.007005
2264.3815,0.007005
2265.3190,0.007358
2266.2565,0.007756
2267.1940,0.007889
2268.1316,0.007889
2269.0691,0.007889
2270.0066,0.007889
2270.9441,0.007889
2271.8816,0.007889
2272.8191,0.007889
2273.7566,0.007889
2274.6941,0.007889
2275.6316,0.007889
2276.5691,0.007889
2277.5066,0.007889
2278.4441,0.007889
2279.3816,0.007889
2280.3191,0.007889
2281.2566,0.007889
2282.1941,0.007889
2283.1316,0.007889
2284.0691,0.007889
2285.0066,0.007889
2285.9441,0.007889
2286.8816,0.007889
2287.8191,0.007889
2288.7566,0.007889
2289.6941,0.007889
2290.6316,0.007889
2291.5691,0.007579
2292.5066,0.007137
2293.4441,0.007005
2294.3816,0.007005
2295.3191,0.007005
2296.2566,0.007005
2297.1941,0.007005
2298.1317,0.007005
2299.0692,0.007005
2300.0067,0.007005
2300.9442,0.007005
2301.8817,0.007005
2302.8192,0.007005
2303.7567,0.007005
2304.6942,0.007005
2305.6317,0.007005
2306.5692,0.007005
2307.5067,0.007005
2308.4442,0.007005
2309.3817,0.007005
2310.3192,0.007005
2311.2567,0.007005
2312.1942,0.007005
2313.1317,0.007005
2314.0692,0.007005
2315.0067,0.007005
2315.9442,0.007005
2316.8817,0.007005
2317.8192,0.007005
2318.7567,0.007005
2319.6942,0.007005
2320.6317,0.007005
2321.5692,0.007005
2322.5067,0.007005
2323.4442,0.007005
2324.3817,0.007005
2325.3192,0.007005
2326.2567,0.007005
2327.1942,0.007005
2328.1318,0.007005
2329.0693,0.007005
2330.0068,0.007005
2330.9443,0.007005
2331.8818,0.007005
2332.8193,0.007005
2333.7568,0.007005
2334.6943,0.007005
2335.6318,0.007005
2336.5693,0.007005
2337.5068,0.007005
2338.4443,0.007005
2339.3818,0.007005
2340.3193,0.006873
2341.2568,0.006652
2342.1943,0.006564
2343.1318,0.006564
2344.0693,0.006564
2345.0068,0.006564
2345.9443,0.006564
2346.8818,0.006564
2347.8193,0.006432
2348.7568,0.006211
2349.6943,0.006123
2350.6318,0.006123
2351.5693,0.006123
2352.5068,0.006123
2353.4443,0.006123
2354.3818,0.006123
2355.3193,0.006255
2356.2568,0.006476
2357.1943,0.006564
2358.1319,0.006564
2359.0694,0.006564
2360.0069,0.006564
2360.9444,0.006696
2361.8819,0.006917
2362.8194,0.007005
2363.7569,0.007005
2364.6944,0.007005
2365.6319,0.007005
2366.5694,0.007270
2367.5069,0.007712
2368.4444,0.007889
2369.3819,0.007889
2370.3194,0.008021
2371.2569,0.008242
2372.1944,0.008331
2373.1319,0.008331
2374.0694,0.008331
2375.0069,0.008331
2375.9444,0.008331
2376.8819,0.008331
2377.8194,0.008597
2378.7569,0.009040
2379.6944,0.009217
2380.6319,0.009217
2381.5694,0.009217
2382.5069,0.009217
2383.4444,0.009217
2384.3819,0.009217
2385.3194,0.009350
2386.2569,0.009572
2387.1944,0.009661
2388.1320,0.009661
2389.0695,0.009661
2390.0070,0.009661
2390.9445,0.009928
2391.8820,0.010372
2392.8195,0.010550
2393.7570,0.010550
2394.6945,0.010550
2395.6320,0.010550
2396.5695,0.010283
2397.5070,0.009839
2398.4445,0.009661
2399.3820,0.009661
2400.3195,0.009661
2401.2570,0.009661
2402.1945,0.009661
2403.1320,0.009661
2404.0695,0.009661
2405.0070,0.009661
2405.9445,0.009928
2406.8820,0.010372
2407.8195,0.010550
2408.7570,0.010550
2409.6945,0.010550
2410.6320,0.010550
2411.5695,0.010550
2412.5070,0.010550
2413.4445,0.010550
2414.3820,0.010550
2415.3195,0.010550
2416.2570,0.010550
2417.1945,0.010550
2418.1321,0.010550
2419.0696,0.010550
2420.0071,0.010550
2420.9446,0.010550
2421.8821,0.010550
2422.8196,0.010550
2423.7571,0.010550
2424.6946,0.010550
2425.6321,0.010550
2426.5696,0.010550
2427.5071,0.010550
2428.4446,0.010550
2429.3821,0.010550
2430.3196,0.010283
2431.2571,0.009839
2432.1946,0.009661
2433.1321,0.009661
2434.0696,0.009661
2435.0071,0.009661
2435.9446,0.009528
2436.8821,0.009306
2437.8196,0.009217
2438.7571,0.009217
2439.6946,0.009217
2440.6321,0.009217
2441.5696,0.009217
2442.5071,0.009217
2443.4446,0.009217
2444.3821,0.009217
2445.3196,0.009217
2446.2571,0.009217
2447.1946,0.008951
2448.1322,0.008508
2449.0697,0.008331
2450.0072,0.008331
2450.9447,0.008198
2451.8822,0.007977
2452.8197,0.007889
2453.7572,0.007889
2454.6947,0.007623
2455.6322,0.007181
2456.5697,0.007005
2457.5072,0.007005
2458.4447,0.007270
2459.3822,0.007712
2460.3197,0.007889
2461.2572,0.007889
2462.1947,0.007889
2463.1322,0.007889
2464.0697,0.007889
2465.0072,0.007889
2465.9447,0.007889
2466.8822,0.007889
2467.8197,0.007667
2468.7572,0.007181
2469.6947,0.007005
2470.6322,0.007005
2471.5697,0.007005
2472.5072,0.007005
2473.4447,0.007005
2474.3822,0.007005
2475.3197,0.007005
2476.2572,0.007005
2477.1947,0.007005
2478.1323,0.007005
2479.0698,0.006873
2480.0073,0.006652
2480.9448,0.006564
2481.8823,0.006564
2482.8198,0.006564
2483.7573,0.006564
2484.6948,0.006564
2485.6323,0.006564
2486.5698,0.006564
2487.5073,0.006564
2488.4448,0.006564
2489.3823,0.006564
2490.3198,0.006564
2491.2573,0.006564
2492.1948,0.006564
2493.1323,0.006564
2494.0698,0.006432
2495.0073,0.006211
2495.9448,0.006123
2496.8823,0.006123
2497.8198,0.006123
2498.7573,0.006123
2499.6948,0.006123
2500.6323,0.006123
2501.5698,0.006123
2502.5073,0.006123
2503.4448,0.006123
2504.3823,0.006123
2505.3198,0.006123
2506.2573,0.006123
2507.1949,0.006123
2508.1324,0.006123
2509.0699,0.006123
2510.0074,0.006123
2510.9449,0.006123
2511.8824,0.006123
2512.8199,0.006123
2513.7574,0.006123
2514.6949,0.006123
2515.6324,0.006123
2516.5699,0.006255
2517.5074,0.006476
2518.4449,0.006564
2519.3824,0.006564
2520.3199,0.006564
2521.2574,0.006564
2522.1949,0.006564
2523.1324,0.006564
2524.0699,0.006564
2525.0074,0.006564
2525.9449,0.006696
2526.8824,0.006917
2527.8199,0.007005
2528.7574,0.007005
2529.6949,0.007005
2530.6324,0.007005
2531.5699,0.007005
2532.5074,0.007005
2533.4449,0.007005
2534.3824,0.007005
2535.3199,0.007226
2536.2574,0.007667
2537.1950,0.007889
2538.1325,0.007889
2539.0700,0.007889
2540.0075,0.007889
2540.9450,0.007889
2541.8825,0.007889
2542.8200,0.007889
2543.7575,0.007889
2544.6950,0.007977
2545.6325,0.008198
2546.5700,0.008331
2547.5075,0.008331
2548.4450,0.008331
2549.3825,0.008331
2550.3200,0.008552
2551.2575,0.008996
2552.1950,0.009217
2553.1325,0.009217
2554.0700,0.009217
2555.0075,0.009217
2555.9450,0.009217
2556.8825,0.009217
2557.8200,0.009217
2558.7575,0.009217
2559.6950,0.009217
2560.6325,0.009217
2561.5700,0.008996
2562.5075,0.008552
2563.4450,0.008331
2564.3825,0.008331
2565.3200,0.008331
2566.2575,0.008331
2567.1951,0.008552
2568.1326,0.008996
2569.0701,0.009217
2570.0076,0.009217
2570.9451,0.009217
2571.8826,0.009217
2572.8201,0.009217
2573.7576,0.009217
2574.6951,0.009217
2575.6326,0.009217
2576.5701,0.009217
2577.5076,0.009217
2578.4451,0.009217
2579.3826,0.009217
2580.3201,0.009306
2581.2576,0.009528
2582.1951,0.009661
2583.1326,0.009661
2584.0701,0.009661
2585.0076,0.009661
2585.9451,0.009661
2586.8826,0.009661
2587.8201,0.009839
2588.7576,0.010283
2589.6951,0.010550
2590.6326,0.010550
2591.5701,0.010550
2592.5076,0.010550
2593.4451,0.010550
2594.3826,0.010550
2595.3201,0.010639
2596.2577,0.010862
2597.1952,0.010995
2598.1327,0.010995
2599.0702,0.010995
2600.0077,0.010995
2600.9452,0.011174
2601.8827,0.011619
2602.8202,0.011887
2603.7577,0.011887
2604.6952,0.011887
2605.6327,0.011887
2606.5702,0.011887
2607.5077,0.011887
2608.4452,0.011887
2609.3827,0.011887
2610.3202,0.011887
2611.2577,0.011887
2612.1952,0.011887
2613.1327,0.011887
2614.0702,0.011887
2615.0077,0.011887
2615.9452,0.011887
2616.8827,0.011887
2617.8202,0.011887
2618.7577,0.011887
2619.6952,0.011887
2620.6327,0.011887
2621.5702,0.011887
2622.5077,0.011887
2623.4452,0.011887
2624.3827,0.011887
2625.3202,0.011887
2626.2578,0.011887
2627.1953,0.011887
2628.1328,0.011887
2629.0703,0.011887
2630.0078,0.011887
2630.9453,0.011887
2631.8828,0.011887
2632.8203,0.011887
2633.7578,0.011887
2634.6953,0.011887
2635.6328,0.011887
2636.5703,0.011976
2637.5078,0.012200
2638.4453,0.012334
2639.3828,0.012334
2640.3203,0.012334
2641.2578,0.012334
2642.1953,0.012334
2643.1328,0.012334
2644.0703,0.012334
2645.0078,0.012334
2645.9453,0.012334
2646.8828,0.012334
2647.8203,0.012334
2648.7578,0.012334
2649.6953,0.012334
2650.6328,0.012334
2651.5703,0.012334
2652.5078,0.012334
2653.4453,0.012334
2654.3828,0.012334
2655.3203,0.012423
2656.2579,0.012647
2657.1954,0.012781
2658.1329,0.012781
2659.0704,0.012781
2660.0079,0.012781
2660.9454,0.012781
2661.8829,0.012781
2662.8204,0.012781
2663.7579,0.012781
2664.6954,0.012960
2665.6329,0.013407
2666.5704,0.013676
2667.5079,0.013676
2668.4454,0.013676
2669.3829,0.013676
2670.3204,0.013676
2671.2579,0.013676
2672.1954,0.013676
2673.1329,0.013676
2674.0704,0.013676
2675.0079,0.013676
2675.9454,0.013676
2676.8829,0.013676
2677.8204,0.013676
2678.7579,0.013676
2679.6954,0.013497
2680.6329,0.013049
2681.5704,0.012781
2682.5079,0.012781
2683.4454,0.012781
2684.3829,0.012781
2685.3204,0.012691
2686.2580,0.012468
2687.1955,0.012334
2688.1330,0.012334
2689.0705,0.012334
2690.0080,0.012334
2690.9455,0.012334
2691.8830,0.012334
2692.8205,0.012334
2693.7580,0.012334
2694.6955,0.012334
2695.6330,0.012334
2696.5705,0.012334
2697.5080,0.012334
2698.4455,0.012334
2699.3830,0.012334
2700.3205,0.012334
2701.2580,0.012334
2702.1955,0.012334
2703.1330,0.012334
2704.0705,0.012423
2705.0080,0.012647
2705.9455,0.012781
2706.8830,0.012781
2707.8205,0.012781
2708.7580,0.012781
2709.6955,0.012781
2710.6330,0.012781
2711.5705,0.012781
2712.5080,0.012781
2713.4455,0.012915
2714.3830,0.013363
2715.3205,0.013676
2716.2581,0.013676
2717.1956,0.013676
2718.1331,0.013676
2719.0706,0.013766
2720.0081,0.013990
2720.9456,0.014125
2721.8831,0.014125
2722.8206,0.014259
2723.7581,0.014708
2724.6956,0.015113
2725.6331,0.015338
2726.5706,0.015473
2727.5081,0.015473
2728.4456,0.015608
2729.3831,0.016058
2730.3206,0.016374
2731.2581,0.016374
2732.1956,0.016464
2733.1331,0.016690
2734.0706,0.016960
2735.0081,0.017412
2735.9456,0.017819
2736.8831,0.018000
2737.8206,0.018227
2738.7581,0.018453
2739.6956,0.018634
2740.6331,0.018634
2741.5706,0.018771
2742.5081,0.019224
2743.4456,0.019588
2744.3831,0.019815
2745.3206,0.020133
2746.2582,0.020588
2747.1957,0.021089
2748.1332,0.021774
2749.0707,0.022459
2750.0082,0.023146
2750.9457,0.023696
2751.8832,0.023925
2752.8207,0.024293
2753.7582,0.024982
2754.6957,0.025534
2755.6332,0.025765
2756.5707,0.026134
2757.5082,0.026826
2758.4457,0.027473
2759.3832,0.027936
2760.3207,0.028446
2761.2582,0.029142
2762.1957,0.029700
2763.1332,0.029932
2764.0707,0.030305
2765.0082,0.031004
2765.9457,0.031564
2766.8832,0.031797
2767.8207,0.032171
2768.7582,0.032873
2769.6957,0.033530
2770.6332,0.033999
2771.5707,0.034516
2772.5082,0.035222
2773.4457,0.036071
2774.3832,0.037252
2775.3208,0.038294
2776.2583,0.039006
2777.1958,0.039862
2778.1333,0.041006
2779.0708,0.041962
2780.0083,0.042201
2780.9458,0.042824
2781.8833,0.044505
2782.8208,0.046240
2783.7583,0.048177
2784.6958,0.050220
2785.6333,0.052664
2786.5708,0.054876
2787.5083,0.056407
2788.4458,0.057645
2789.3833,0.058141
2790.3208,0.058687
2791.2583,0.059434
2792.1958,0.060181
2793.1333,0.060930
2794.0708,0.062231
2795.0083,0.065249
2795.9458,0.069102
2796.8833,0.075772
2797.8208,0.081812
2798.7583,0.085498
2799.6958,0.089429
2800.6333,0.094258
2801.5708,0.099087
2802.5083,0.103694
2803.4458,0.108574
2804.3833,0.113848
2805.3209,0.119129
2806.2584,0.124071
2807.1959,0.128485
2808.1334,0.131121
2809.0709,0.133772
2810.0084,0.136439
2810.9459,0.143090
2811.8834,0.163423
2812.8209,0.180456
2813.7584,0.183427
2814.6959,0.186753
2815.6334,0.191047
2816.5709,0.196202
2817.5084,0.204120
2818.4459,0.212185
2819.3834,0.220404
2820.3209,0.230549
2821.2584,0.247875
2822.1959,0.263046
2823.1334,0.267767
2824.0709,0.273762
2825.0084,0.284164
2825.9459,0.292685
2826.8834,0.293965
2827.8209,0.294992
2828.7584,0.294992
2829.6959,0.294821
2830.6334,0.293965
2831.5709,0.292685
2832.5084,0.289713
2833.4459,0.286846
2834.3834,0.284331
2835.3210,0.282246
2836.2585,0.281831
2837.1960,0.280503
2838.1335,0.275560
2839.0710,0.270835
2840.0085,0.266803
2840.9460,0.263046
2841.8835,0.260269
2842.8210,0.257118
2843.7585,0.251967
2844.6960,0.253911
2845.6335,0.284080
2846.5710,0.316683
2847.5085,0.352715
2848.4460,0.392009
2849.3835,0.434624
2850.3210,0.464706
2851.2585,0.427245
2852.1960,0.381011
2853.1335,0.296537
2854.0710,0.241391
2855.0085,0.259479
2855.9460,0.277448
2856.8835,0.291579
2857.8210,0.304956
2858.7585,0.312471
2859.6960,0.320118
2860.6335,0.327902
2861.5710,0.337242
2862.5085,0.354185
2863.4460,0.371918
2864.3835,0.390086
2865.3211,0.409158
2866.2586,0.429107
2867.1961,0.446238
2868.1336,0.446845
2869.0711,0.447453
2870.0086,0.448062
2870.9461,0.447210
2871.8836,0.439376
2872.8211,0.432033
2873.7586,0.426200
2874.6961,0.420445
2875.6336,0.414765
2876.5711,0.409716
2877.5086,0.407490
2878.4461,0.404504
2879.3836,0.397397
2880.3211,0.390192
2881.2586,0.381638
2882.1961,0.373352
2883.1336,0.365825
2884.0711,0.358328
2885.0086,0.351542
2885.9461,0.344862
2886.8836,0.339135
2887.8211,0.334044
2888.7586,0.331707
2889.6961,0.329569
2890.6336,0.328642
2891.5711,0.327717
2892.5086,0.326334
