wavenumber [cm^-1],absorbance
834.6892,0.004804
835.6267,0.005243
836.5643,0.006123
837.5018,0.006123
838.4393,0.006564
839.3768,0.006123
840.3143,0.006123
841.2518,0.006123
842.1893,0.005243
843.1268,0.003926
844.0643,0.003488
845.0018,0.002614
845.9393,0.002614
846.8768,0.002614
847.8143,0.003488
848.7518,0.003488
849.6893,0.003488
850.6268,0.003488
851.5643,0.003488
852.5018,0.002614
853.4393,0.002614
854.3768,0.002177
855.3143,0.002177
856.2518,0.002177
857.1893,0.002177
858.1268,0.002614
859.0643,0.002614
860.0018,0.003488
860.9393,0.003488
861.8768,0.003488
862.8143,0.003488
863.7518,0.003488
864.6893,0.003488
865.6268,0.002614
866.5644,0.002614
867.5019,0.002614
868.4394,0.002614
869.3769,0.002614
870.3144,0.003488
871.2519,0.003926
872.1894,0.003926
873.1269,0.004804
874.0644,0.004804
875.0019,0.004804
875.9394,0.004804
876.8769,0.004804
877.8144,0.003488
878.7519,0.003488
879.6894,0.003488
880.6269,0.002614
881.5644,0.002614
882.5019,0.002614
883.4394,0.002177
884.3769,0.002614
885.3144,0.002614
886.2519,0.002614
887.1894,0.002614
888.1269,0.003488
889.0644,0.003488
890.0019,0.003926
890.9394,0.003926
891.8769,0.003926
892.8144,0.003926
893.7519,0.003926
894.6894,0.003926
895.6269,0.003926
896.5645,0.004804
897.5020,0.004804
898.4395,0.005243
899.3770,0.005243
900.3145,0.005243
901.2520,0.004804
902.1895,0.005243
903.1270,0.005243
904.0645,0.005243
905.0020,0.005243
905.9395,0.005243
906.8770,0.005243
907.8145,0.005243
908.7520,0.005243
909.6895,0.005243
910.6270,0.006123
911.5645,0.006123
912.5020,0.006564
913.4395,0.007005
914.3770,0.007005
915.3145,0.007005
916.2520,0.007005
917.1895,0.007005
918.1270,0.007005
919.0645,0.007005
920.0020,0.007005
920.9395,0.007889
921.8770,0.007889
922.8145,0.008331
923.7520,0.009217
924.6895,0.009217
925.6270,0.009217
926.5646,0.009661
927.5021,0.009661
928.4396,0.010550
929.3771,0.010995
930.3146,0.011887
931.2521,0.011887
932.1896,0.012334
933.1271,0.012781
934.0646,0.012781
935.0021,0.012781
935.9396,0.012334
936.8771,0.012334
937.8146,0.012334
938.7521,0.012334
939.6896,0.012334
940.6271,0.012781
941.5646,0.013676
942.5021,0.014125
943.4396,0.015023
944.3771,0.015473
945.3146,0.015473
946.2521,0.016374
947.1896,0.016374
948.1271,0.016374
949.0646,0.016374
950.0021,0.016825
950.9396,0.017729
951.8771,0.017729
952.8146,0.019542
953.7521,0.022276
954.6896,0.025488
955.6272,0.028260
956.5647,0.029653
957.5022,0.029653
958.4397,0.029653
959.3772,0.031517
960.3147,0.034328
961.2522,0.037631
962.1897,0.040959
963.1272,0.044312
964.0647,0.046724
965.0022,0.048662
965.9397,0.050122
966.8772,0.053057
967.8147,0.057496
968.7522,0.059484
969.6897,0.061480
970.6272,0.064493
971.5647,0.072630
972.5022,0.081445
973.4397,0.090979
974.3772,0.098542
975.3147,0.105130
976.2522,0.112946
977.1897,0.123147
978.1272,0.129011
979.0647,0.134896
980.0022,0.147520
980.9397,0.163043
981.8772,0.181115
982.8147,0.199283
983.7522,0.209715
984.6897,0.220404
985.6273,0.243288
986.5648,0.266722
987.5023,0.293197
988.4398,0.307153
989.3773,0.322393
990.3148,0.352617
991.2523,0.385103
992.1898,0.417937
993.1273,0.436519
994.0648,0.455932
995.0023,0.493360
995.9398,0.532984
996.8773,0.573326
997.8148,0.614394
998.7523,0.634512
999.6898,0.655608
1000.6273,0.696804
1001.5648,0.737549
1002.5023,0.772113
1003.4398,0.795880
1004.3773,0.835647
1005.3148,0.863279
1006.2523,0.866461
1007.1898,0.882729
1008.1273,0.896196
1009.0648,0.906578
1010.0023,0.931814
1010.9398,0.943095
1011.8773,0.943095
1012.8148,0.950782
1013.7523,0.950782
1014.6898,0.950782
1015.6274,0.939302
1016.5649,0.939302
1017.5024,0.920819
1018.4399,0.920819
1019.3774,0.903090
1020.3149,0.882729
1021.2524,0.806875
1022.1899,0.804100
1023.1274,0.756962
1024.0649,0.718967
1025.0024,0.686344
1025.9399,0.623423
1026.8774,0.596879
1027.8149,0.573489
1028.7524,0.549751
1029.6899,0.533132
1030.6274,0.518557
1031.5649,0.649558
1032.5024,0.844057
1033.4399,1.206210
1034.3774,1.764472
1035.3149,0.978397
1036.2524,0.823619
1037.1899,0.623423
1038.1274,0.548214
1039.0649,0.384155
1040.0024,0.388277
1040.9399,0.458296
1041.8774,0.541967
1042.8149,0.594995
1043.7524,0.655411
1044.6899,0.812479
1045.6275,0.860121
1046.5650,0.910095
1047.5025,0.970616
1048.4400,1.004365
1049.3775,1.036212
1050.3150,1.119186
1051.2525,1.221849
1052.1900,1.244125
1053.1275,1.275724
1054.0650,1.301030
1055.0025,1.301030
1055.9400,1.327902
1056.8775,1.327902
1057.8150,1.309804
1058.7525,1.301030
1059.6900,1.301030
1060.6275,1.267606
1061.5650,1.229148
1062.5025,1.207608
1063.4400,1.167491
1064.3775,1.091515
1065.3150,1.070581
1066.2525,0.966576
1067.1900,0.920819
1068.1275,0.835647
1069.0650,0.798603
1070.0025,0.761954
1070.9400,0.707966
1071.8775,0.592099
1072.8150,0.548060
1073.7525,0.514279
1074.6900,0.480172
1075.6276,0.420216
1076.5651,0.387216
1077.5026,0.309893
1078.4401,0.283997
1079.3776,0.268411
1080.3151,0.248028
1081.2526,0.191992
1082.1901,0.168706
1083.1276,0.147459
1084.0651,0.114074
1085.0026,0.098542
1085.9401,0.085657
1086.8776,0.074172
1087.8151,0.059484
1088.7526,0.051587
1089.6901,0.049635
1090.6276,0.045757
1091.5651,0.044312
1092.5026,0.043832
1093.4401,0.043832
1094.3776,0.043832
1095.3151,0.045275
1096.2526,0.044312
1097.1901,0.042393
1098.1276,0.040482
1099.0651,0.039054
1100.0026,0.038105
1100.9401,0.037631
1101.8776,0.036212
1102.8151,0.035740
1103.7526,0.034328
1104.6901,0.034328
1105.6277,0.037157
1106.5652,0.037157
1107.5027,0.036212
1108.4402,0.036212
1109.3777,0.035740
1110.3152,0.034798
1111.2527,0.034328
1112.1902,0.033389
1113.1277,0.033389
1114.0652,0.035740
1115.0027,0.035740
1115.9402,0.034798
1116.8777,0.034328
1117.8152,0.031984
1118.7527,0.030118
1119.6902,0.029653
1120.6277,0.028260
1121.5652,0.028260
1122.5027,0.026872
1123.4402,0.025949
1124.3777,0.025488
1125.3152,0.024568
1126.2527,0.024568
1127.1902,0.024109
1128.1277,0.023650
1129.0652,0.022734
1130.0027,0.022276
1130.9402,0.021363
1131.8777,0.020907
1132.8152,0.019997
1133.7527,0.019997
1134.6903,0.020907
1135.6278,0.022276
1136.5653,0.023650
1137.5028,0.024109
1138.4403,0.024109
1139.3778,0.024109
1140.3153,0.023650
1141.2528,0.022734
1142.1903,0.021363
1143.1278,0.021363
1144.0653,0.022734
1145.0028,0.023650
1145.9403,0.022734
1146.8778,0.022276
1147.8153,0.019997
1148.7528,0.019542
1149.6903,0.019542
1150.6278,0.019542
1151.5653,0.018634
1152.5028,0.018634
1153.4403,0.018181
1154.3778,0.018181
1155.3153,0.018181
1156.2528,0.018181
1157.1903,0.017729
1158.1278,0.017729
1159.0653,0.017729
1160.0028,0.017729
1160.9403,0.017729
1161.8778,0.017729
1162.8153,0.018181
1163.7528,0.018181
1164.6904,0.018634
1165.6279,0.018634
1166.5654,0.018634
1167.5029,0.018181
1168.4404,0.018181
1169.3779,0.017729
1170.3154,0.017729
1171.2529,0.016374
1172.1904,0.016374
1173.1279,0.016374
1174.0654,0.016825
1175.0029,0.016825
1175.9404,0.018181
1176.8779,0.018634
1177.8154,0.019542
1178.7529,0.019997
1179.6904,0.021363
1180.6279,0.022734
1181.5654,0.023650
1182.5029,0.025488
1183.4404,0.026872
1184.3779,0.026872
1185.3154,0.025949
1186.2529,0.025949
1187.1904,0.025949
1188.1279,0.025488
1189.0654,0.025949
1190.0029,0.026872
1190.9404,0.026872
1191.8779,0.026872
1192.8154,0.026872
1193.7529,0.027334
1194.6905,0.028260
1195.6280,0.028260
1196.5655,0.029653
1197.5030,0.030118
1198.4405,0.031517
1199.3780,0.034328
1200.3155,0.034798
1201.2530,0.035740
1202.1905,0.036212
1203.1280,0.037157
1204.0655,0.040482
1205.0030,0.041914
1205.9405,0.041914
1206.8780,0.041914
1207.8155,0.040959
1208.7530,0.041914
1209.6905,0.041914
1210.6280,0.041914
1211.5655,0.041914
1212.5030,0.044312
1213.4405,0.045275
1214.3780,0.045757
1215.3155,0.047208
1216.2530,0.050122
1217.1905,0.050122
1218.1280,0.045757
1219.0655,0.043832
1220.0030,0.040482
1220.9405,0.040482
1221.8780,0.041914
1222.8155,0.043832
1223.7530,0.044312
1224.6906,0.045275
1225.6281,0.046724
1226.5656,0.049635
1227.5031,0.050122
1228.4406,0.048662
1229.3781,0.048177
1230.3156,0.047208
1231.2531,0.046724
1232.1906,0.042393
1233.1281,0.039054
1234.0656,0.043832
1235.0031,0.045757
1235.9406,0.048662
1236.8781,0.045757
1237.8156,0.044312
1238.7531,0.046724
1239.6906,0.048662
1240.6281,0.051587
1241.5656,0.053548
1242.5031,0.058489
1243.4406,0.059484
1244.3781,0.059982
1245.3156,0.056011
1246.2531,0.055024
1247.1906,0.053548
1248.1281,0.053057
1249.0656,0.053548
1250.0031,0.057992
1250.9406,0.058489
1251.8781,0.059982
1252.8156,0.062984
1253.7531,0.064493
1254.6907,0.064997
1255.6282,0.064997
1256.5657,0.066007
1257.5032,0.066007
1258.4407,0.066513
1259.3782,0.067526
1260.3157,0.067526
1261.2532,0.069051
1262.1907,0.069051
1263.1282,0.069051
1264.0657,0.069051
1265.0032,0.069560
1265.9407,0.070581
1266.8782,0.070581
1267.8157,0.070581
1268.7532,0.070581
1269.6907,0.070581
1270.6282,0.070581
1271.5657,0.070581
1272.5032,0.070581
1273.4407,0.070581
1274.3782,0.070581
1275.3157,0.070581
1276.2532,0.070581
1277.1907,0.070581
1278.1282,0.070581
1279.0657,0.069560
1280.0032,0.070581
1280.9407,0.071092
1281.8782,0.071092
1282.8157,0.071092
1283.7532,0.072630
1284.6908,0.074688
1285.6283,0.075721
1286.5658,0.076238
1287.5033,0.077275
1288.4408,0.077275
1289.3783,0.077275
1290.3158,0.077794
1291.2533,0.078314
1292.1908,0.079355
1293.1283,0.081445
1294.0658,0.086716
1295.0033,0.093126
1295.9408,0.097997
1296.8783,0.099633
1297.8158,0.099633
1298.7533,0.099633
1299.6908,0.099633
1300.6283,0.099633
1301.5658,0.101824
1302.5033,0.104025
1303.4408,0.106793
1304.3783,0.109579
1305.3158,0.111259
1306.2533,0.114639
1307.1908,0.116339
1308.1283,0.118615
1309.0658,0.121478
1310.0033,0.123782
1310.9408,0.127261
1311.8783,0.127261
1312.8158,0.123782
1313.7533,0.121478
1314.6909,0.121478
1315.6284,0.121478
1316.5659,0.124360
1317.5034,0.125518
1318.4409,0.129011
1319.3784,0.133713
1320.3159,0.139063
1321.2534,0.144481
1322.1909,0.147520
1323.1284,0.154902
1324.0659,0.158641
1325.0034,0.159267
1325.9409,0.157391
1326.8784,0.156767
1327.8159,0.154282
1328.7534,0.150581
1329.6909,0.147520
1330.6284,0.144481
1331.5659,0.139662
1332.5034,0.143271
1333.4409,0.145087
1334.3784,0.145087
1335.3159,0.146423
1336.2534,0.182501
1337.1909,0.199283
1338.1284,0.182369
1339.0659,0.131944
1340.0034,0.127844
1340.9409,0.129011
1341.8784,0.130768
1342.8159,0.142668
1343.7535,0.156705
1344.6910,0.171340
1345.6285,0.171276
1346.5660,0.158641
1347.5035,0.154282
1348.4410,0.151195
1349.3785,0.181774
1350.3160,0.215383
1351.2535,0.221849
1352.1910,0.191857
1353.1285,0.182435
1354.0660,0.173925
1355.0035,0.166853
1355.9410,0.168770
1356.8785,0.177832
1357.8160,0.185752
1358.7535,0.191789
1359.6910,0.193142
1360.6285,0.201349
1361.5660,0.211125
1362.5035,0.211125
1363.4410,0.212540
1364.3785,0.211125
1365.3160,0.211125
1366.2535,0.211125
1367.1910,0.210419
1368.1285,0.210419
1369.0660,0.209715
1370.0035,0.209715
1370.9410,0.209715
1371.8785,0.208309
1372.8160,0.208309
1373.7536,0.214670
1374.6911,0.220404
1375.6286,0.229148
1376.5661,0.219683
1377.5036,0.210419
1378.4411,0.208309
1379.3786,0.206210
1380.3161,0.204120
1381.2536,0.202040
1382.1911,0.202040
1383.1286,0.201349
1384.0661,0.200659
1385.0036,0.195179
1385.9411,0.191789
1386.8786,0.190440
1387.8161,0.188425
1388.7536,0.187755
1389.6911,0.182435
1390.6286,0.181774
1391.5661,0.177178
1392.5036,0.171340
1393.4411,0.164944
1394.3786,0.159267
1395.3161,0.156767
1396.2536,0.152427
1397.1911,0.150581
1398.1286,0.148742
1399.0661,0.145087
1400.0036,0.142668
1400.9411,0.140862
1401.8786,0.138466
1402.8161,0.133122
1403.7537,0.127261
1404.6912,0.121478
1405.6287,0.119758
1406.5662,0.116907
1407.5037,0.114639
1408.4412,0.111259
1409.3787,0.109579
1410.3162,0.107905
1411.2537,0.106793
1412.1912,0.107349
1413.1287,0.107905
1414.0662,0.110698
1415.0037,0.112383
1415.9412,0.114639
1416.8787,0.114639
1417.8162,0.111259
1418.7537,0.101824
1419.6912,0.100179
1420.6287,0.100179
1421.5662,0.098542
1422.5037,0.097997
1423.4412,0.093665
1424.3787,0.093126
1425.3162,0.092589
1426.2537,0.091515
1427.1912,0.092589
1428.1287,0.093665
1429.0662,0.091515
1430.0037,0.090979
1430.9412,0.089376
1431.8787,0.090979
1432.8162,0.090979
1433.7538,0.091515
1434.6913,0.090979
1435.6288,0.089909
1436.5663,0.089376
1437.5038,0.088310
1438.4413,0.086186
1439.3788,0.085657
1440.3163,0.083020
1441.2538,0.080922
1442.1913,0.077794
1443.1288,0.074172
1444.0663,0.071604
1445.0038,0.071092
1445.9413,0.069560
1446.8788,0.066007
1447.8163,0.064493
1448.7538,0.062984
1449.6913,0.057992
1450.6288,0.051587
1451.5663,0.050122
1452.5038,0.049635
1453.4413,0.053548
1454.3788,0.062482
1455.3163,0.071092
1456.2538,0.114526
1457.1913,0.129655
1458.1288,0.145148
1459.0663,0.167363
1460.0038,0.120274
1460.9413,0.100727
1461.8788,0.087778
1462.8164,0.083020
1463.7539,0.081445
1464.6914,0.083020
1465.6289,0.084600
1466.5664,0.083020
1467.5039,0.081445
1468.4414,0.079877
1469.3789,0.076238
1470.3164,0.073143
1471.2539,0.073143
1472.1914,0.077794
1473.1289,0.085657
1474.0664,0.086716
1475.0039,0.087778
1475.9414,0.088310
1476.8789,0.088310
1477.8164,0.085657
1478.7539,0.086186
1479.6914,0.086716
1480.6289,0.096367
1481.5664,0.097997
1482.5039,0.094744
1483.4414,0.086186
1484.3789,0.077275
1485.3164,0.069051
1486.2539,0.066007
1487.1914,0.066007
1488.1289,0.064997
1489.0664,0.064493
1490.0039,0.064493
1490.9414,0.063989
1491.8789,0.064493
1492.8165,0.062482
1493.7540,0.059484
1494.6915,0.058489
1495.6290,0.056505
1496.5665,0.055024
1497.5040,0.055024
1498.4415,0.055024
1499.3790,0.057992
1500.3165,0.060980
1501.2540,0.061480
1502.1915,0.062482
1503.1290,0.056011
1504.0665,0.053057
1505.0040,0.052076
1505.9415,0.051587
1506.8790,0.051587
1507.8165,0.051587
1508.7540,0.051587
1509.6915,0.051587
1510.6290,0.052076
1511.5665,0.052076
1512.5040,0.052076
1513.4415,0.053057
1514.3790,0.053548
1515.3165,0.053548
1516.2540,0.053057
1517.1915,0.052076
1518.1290,0.052076
1519.0665,0.052076
1520.0040,0.051587
1520.9415,0.051587
1521.8790,0.051587
1522.8166,0.050610
1523.7541,0.050610
1524.6916,0.050122
1525.6291,0.048662
1526.5666,0.048662
1527.5041,0.048177
1528.4416,0.048177
1529.3791,0.048177
1530.3166,0.047208
1531.2541,0.047208
1532.1916,0.046724
1533.1291,0.045757
1534.0666,0.045275
1535.0041,0.045275
1535.9416,0.045275
1536.8791,0.045275
1537.8166,0.044312
1538.7541,0.044312
1539.6916,0.043832
1540.6291,0.043351
1541.5666,0.042393
1542.5041,0.042393
1543.4416,0.041914
1544.3791,0.040959
1545.3166,0.039529
1546.2541,0.039054
1547.1916,0.038105
1548.1291,0.037631
1549.0666,0.037157
1550.0041,0.036212
1550.9416,0.035740
1551.8791,0.034798
1552.8167,0.034798
1553.7542,0.034798
1554.6917,0.034798
1555.6292,0.034798
1556.5667,0.034328
1557.5042,0.033389
1558.4417,0.032920
1559.3792,0.032920
1560.3167,0.031984
1561.2542,0.031517
1562.1917,0.031050
1563.1292,0.030118
1564.0667,0.029653
1565.0042,0.028724
1565.9417,0.028260
1566.8792,0.027334
1567.8167,0.026872
1568.7542,0.025949
1569.6917,0.025488
1570.6292,0.025488
1571.5667,0.024568
1572.5042,0.024109
1573.4417,0.024109
1574.3792,0.023650
1575.3167,0.023650
1576.2542,0.022734
1577.1917,0.022734
1578.1292,0.022734
1579.0667,0.022276
1580.0042,0.022276
1580.9417,0.021363
1581.8792,0.021363
1582.8168,0.020907
1583.7543,0.020907
1584.6918,0.020907
1585.6293,0.019997
1586.5668,0.019997
1587.5043,0.019542
1588.4418,0.019542
1589.3793,0.018634
1590.3168,0.018634
1591.2543,0.018181
1592.1918,0.018181
1593.1293,0.018181
1594.0668,0.018181
1595.0043,0.018181
1595.9418,0.018181
1596.8793,0.017729
1597.8168,0.017729
1598.7543,0.017729
1599.6918,0.017729
1600.6293,0.017729
1601.5668,0.017729
1602.5043,0.017729
1603.4418,0.017729
1604.3793,0.017729
1605.3168,0.016825
1606.2543,0.016825
1607.1918,0.016825
1608.1293,0.016825
1609.0668,0.016825
1610.0043,0.016825
1610.9418,0.016825
1611.8793,0.016374
1612.8169,0.016374
1613.7544,0.016374
1614.6919,0.016374
1615.6294,0.016374
1616.5669,0.016374
1617.5044,0.015473
1618.4419,0.015473
1619.3794,0.015473
1620.3169,0.015023
1621.2544,0.015023
1622.1919,0.015023
1623.1294,0.015023
1624.0669,0.014125
1625.0044,0.014125
1625.9419,0.014125
1626.8794,0.014125
1627.8169,0.013676
1628.7544,0.013676
1629.6919,0.013676
1630.6294,0.013676
1631.5669,0.013676
1632.5044,0.013676
1633.4419,0.012781
1634.3794,0.012781
1635.3169,0.012781
1636.2544,0.012781
1637.1919,0.012781
1638.1294,0.012781
1639.0669,0.012334
1640.0044,0.012334
1640.9419,0.012334
1641.8794,0.012334
1642.8170,0.012334
1643.7545,0.012334
1644.6920,0.012334
1645.6295,0.012334
1646.5670,0.012334
1647.5045,0.012334
1648.4420,0.012334
1649.3795,0.012334
1650.3170,0.012334
1651.2545,0.012334
1652.1920,0.012334
1653.1295,0.012334
1654.0670,0.012334
1655.0045,0.012334
1655.9420,0.012334
1656.8795,0.012334
1657.8170,0.011887
1658.7545,0.011887
1659.6920,0.011887
1660.6295,0.011887
1661.5670,0.011887
1662.5045,0.011887
1663.4420,0.011887
1664.3795,0.011887
1665.3170,0.011887
1666.2545,0.011887
1667.1920,0.011887
1668.1295,0.011887
1669.0670,0.011887
1670.0045,0.011887
1670.9420,0.011887
1671.8796,0.011887
1672.8171,0.011887
1673.7546,0.011887
1674.6921,0.011887
1675.6296,0.011887
1676.5671,0.011887
1677.5046,0.011887
1678.4421,0.011887
1679.3796,0.011887
1680.3171,0.011887
1681.2546,0.011887
1682.1921,0.011887
1683.1296,0.011887
1684.0671,0.011887
1685.0046,0.011887
1685.9421,0.011887
1686.8796,0.011887
1687.8171,0.011887
1688.7546,0.011887
1689.6921,0.011887
1690.6296,0.011887
1691.5671,0.011887
1692.5046,0.012334
1693.4421,0.012334
1694.3796,0.012334
1695.3171,0.012334
1696.2546,0.012781
1697.1921,0.012781
1698.1296,0.012781
1699.0671,0.013676
1700.0046,0.013676
1700.9421,0.014125
