shift_ppm,CS01,CS02,CS03
0.962745,0.00046669,0.000390637,0.000415803
0.964023,0.000466666,0.0003905,0.000415516
0.965301,0.000466462,0.000390289,0.000415099
0.966579,0.000466334,0.000389933,0.000414985
0.967857,0.000465841,0.000389581,0.000413929
0.969135,0.000465215,0.000388286,0.000412335
0.970413,0.000464361,0.000386892,0.000410033
0.971691,0.000462939,0.000384802,0.000407217
0.972969,0.000461135,0.000382451,0.000403924
0.974247,0.000458834,0.000379391,0.000400358
0.975525,0.000455984,0.000376013,0.000396297
0.976803,0.000452457,0.000372388,0.000392274
0.978081,0.000448601,0.00036841,0.000387932
0.979359,0.000444488,0.000363584,0.00038284
0.980637,0.000439666,0.000358633,0.000377817
0.981915,0.000434599,0.000353287,0.00037206
0.983192,0.00042928,0.000348142,0.000366591
0.98447,0.000423653,0.000342431,0.000360759
0.985748,0.000417872,0.000337054,0.00035511
0.987026,0.000412245,0.000331655,0.000349718
0.988304,0.000406565,0.000326501,0.000344477
0.989582,0.000400977,0.000321217,0.00033974
0.99086,0.000395489,0.000316282,0.000335017
0.992138,0.000390172,0.000311393,0.000330297
0.993416,0.000385264,0.000306798,0.000326212
0.994694,0.000380353,0.000302362,0.000322054
0.995972,0.00037569,0.000298023,0.000318106
0.99725,0.000371031,0.00029376,0.000314244
0.998528,0.000366526,0.000289679,0.000310386
0.999806,0.00036211,0.00028546,0.00030636
1.00108,0.000357878,0.00028113,0.000302223
1.00236,0.000353659,0.000276877,0.000297724
1.00364,0.000349319,0.000272187,0.000293311
1.00492,0.000345022,0.000267742,0.000288602
1.0062,0.000340371,0.000263259,0.000283555
1.00747,0.000335944,0.000258591,0.000278578
1.00875,0.000331862,0.000254075,0.000273995
1.01003,0.000327551,0.00024983,0.000269473
1.01131,0.000323324,0.000245501,0.000265081
1.01259,0.000319397,0.000241529,0.000260968
1.01386,0.000315351,0.000237455,0.000257116
1.01514,0.000311789,0.000233625,0.000253348
1.01642,0.000308448,0.000229982,0.000250062
1.0177,0.00030504,0.0002265,0.000246614
1.01898,0.000301717,0.000223024,0.000243469
1.02025,0.000298743,0.000219926,0.000240156
1.02153,0.000295804,0.000216794,0.000237248
1.02281,0.000293088,0.000213762,0.000234604
1.02409,0.000290559,0.000211061,0.000232074
1.02537,0.000288304,0.000208632,0.000229684
1.02664,0.000286045,0.000206188,0.000227605
1.02792,0.000283923,0.000204084,0.0002256
1.0292,0.000282102,0.000202075,0.000224073
1.03048,0.000280675,0.000200242,0.000222606
1.03175,0.000279251,0.000198671,0.000221213
1.03303,0.000278089,0.00019725,0.000220109
1.03431,0.000277183,0.000195707,0.000219229
1.03559,0.000276146,0.000194663,0.000218578
1.03687,0.00027562,0.000193804,0.000217795
1.03814,0.000275225,0.000192713,0.000217541
1.03942,0.000274748,0.000191994,0.000217246
1.0407,0.000274532,0.000191218,0.000216904
1.04198,0.000274539,0.000190998,0.000216929
1.04326,0.0002748,0.000190567,0.000216983
1.04453,0.000274987,0.000190355,0.00021695
1.04581,0.0002753,0.000190324,0.000217351
1.04709,0.000275749,0.000190205,0.000217879
1.04837,0.000276154,0.000190225,0.000218208
1.04965,0.000277057,0.000190153,0.000218534
1.05092,0.000277614,0.000190277,0.000219101
1.0522,0.000278542,0.000190578,0.000219703
1.05348,0.000279533,0.000191178,0.000220422
1.05476,0.000280518,0.000191686,0.00022134
1.05604,0.000281807,0.000192119,0.000222179
1.05731,0.000283035,0.000192829,0.000223177
1.05859,0.000284302,0.000193219,0.000224126
1.05987,0.000285743,0.000194534,0.000225268
1.06115,0.000287598,0.00019549,0.000226726
1.06243,0.000289206,0.000196577,0.000228188
1.0637,0.000291143,0.000197683,0.000229837
1.06498,0.000293017,0.000199206,0.000231552
1.06626,0.000295282,0.000200463,0.000233482
1.06754,0.000297378,0.000202111,0.000235378
1.06882,0.000299915,0.000203855,0.000237608
1.07009,0.00030225,0.000205627,0.000239863
1.07137,0.000304977,0.000207727,0.000242242
1.07265,0.000307536,0.000209779,0.000244859
1.07393,0.000310436,0.000211879,0.000247442
1.07521,0.000313177,0.000213955,0.00024988
1.07648,0.00031626,0.000216103,0.000252277
1.07776,0.00031926,0.000218301,0.000254868
1.07904,0.000322012,0.000220449,0.000257482
1.08032,0.000325099,0.000222781,0.000260104
1.0816,0.000328114,0.000225049,0.000262873
1.08287,0.000331161,0.00022742,0.000265369
1.08415,0.000334205,0.000229635,0.000268014
1.08543,0.000337484,0.000231986,0.000270571
1.08671,0.000340517,0.00023367,0.000272756
1.08798,0.000343581,0.000236004,0.000274915
1.08926,0.000346645,0.000238123,0.000277037
1.09054,0.000349867,0.000240246,0.00027902
1.09182,0.000352845,0.000242502,0.000281461
1.0931,0.000355896,0.00024436,0.000283725
1.09437,0.00035919,0.000246891,0.000286408
1.09565,0.000362355,0.000249372,0.000289085
1.09693,0.000365794,0.000251787,0.000292075
1.09821,0.000369668,0.000254868,0.000295078
1.09949,0.000373186,0.00025753,0.000298059
1.10076,0.000376812,0.000260429,0.000301379
1.10204,0.000380921,0.000263365,0.000304796
1.10332,0.000384839,0.000266515,0.000308018
1.1046,0.000389251,0.000269781,0.000311634
1.10588,0.000393791,0.000273317,0.000315377
1.10715,0.000398241,0.00027692,0.000319639
1.10843,0.000402853,0.000280612,0.000323713
1.10971,0.000407779,0.000284874,0.00032821
1.11099,0.000413014,0.000289182,0.000333019
1.11227,0.000418313,0.000293437,0.000337572
1.11354,0.000423733,0.000298198,0.000342768
1.11482,0.000429593,0.000302933,0.000347896
1.1161,0.000435313,0.000307576,0.000352939
1.11738,0.000441414,0.000312721,0.000358409
1.11866,0.000447647,0.000317751,0.000363722
1.11993,0.000454104,0.000322883,0.000369185
1.12121,0.00046061,0.000328544,0.000374642
1.12249,0.000467131,0.000334069,0.000380467
1.12377,0.000473849,0.000339481,0.00038625
1.12505,0.000481012,0.000345413,0.000392313
1.12632,0.000488384,0.000351313,0.00039852
1.1276,0.000495398,0.000357867,0.000404955
1.12888,0.000502966,0.000364085,0.000411477
1.13016,0.00051073,0.000370798,0.000418085
1.13144,0.000518683,0.000377316,0.000425064
1.13271,0.000526924,0.00038437,0.000432405
1.13399,0.00053527,0.000391399,0.000439606
1.13527,0.000543916,0.000399013,0.000447207
1.13655,0.000552473,0.000406205,0.000454718
1.13783,0.000561785,0.000414077,0.000462704
1.1391,0.000570972,0.000422271,0.000471118
1.14038,0.000580696,0.000430661,0.000479769
1.14166,0.000590349,0.000439326,0.000488733
1.14294,0.000601127,0.000448065,0.000497893
1.14421,0.000611429,0.000457446,0.000507565
1.14549,0.000622207,0.000467215,0.00051751
1.14677,0.000633655,0.000477042,0.000528026
1.14805,0.000644959,0.000487253,0.00053876
1.14933,0.000656992,0.000497712,0.000549723
1.1506,0.000669029,0.000508519,0.000560777
1.15188,0.000681278,0.000519398,0.000572326
1.15316,0.000694209,0.00053051,0.000584029
1.15444,0.000706852,0.000541593,0.000595969
1.15572,0.000719402,0.000553107,0.000608144
1.15699,0.000732626,0.00056481,0.000620326
1.15827,0.000745508,0.000576565,0.000632833
1.15955,0.000758728,0.000588224,0.000645312
1.16083,0.000771615,0.000600029,0.000657731
1.16211,0.000785143,0.000611848,0.000670298
1.16338,0.000798619,0.000623744,0.000683014
1.16466,0.000811823,0.000635988,0.000695469
1.16594,0.000825532,0.000648275,0.000708143
1.16722,0.000839529,0.000660508,0.000721
1.1685,0.000853574,0.000673326,0.000734091
1.16977,0.000867728,0.00068594,0.000747025
1.17105,0.000881829,0.000698855,0.000760117
1.17233,0.000896728,0.000712053,0.000773563
1.17361,0.000911679,0.000725234,0.000787081
1.17489,0.000926763,0.000738915,0.000800736
1.17616,0.000942339,0.000752748,0.000814822
1.17744,0.000958116,0.000766897,0.000829376
1.17872,0.000974362,0.000781438,0.000844123
1.18,0.000991117,0.000796302,0.000859346
1.18128,0.0010083,0.000811631,0.000875084
1.18255,0.00102589,0.000827297,0.000891197
1.18383,0.00104392,0.000843492,0.000907545
1.18511,0.00106269,0.000860229,0.000924538
1.18639,0.00108219,0.000877419,0.000941723
1.18767,0.00110195,0.000895041,0.000959365
1.18894,0.00112244,0.000913636,0.000977858
1.19022,0.00114416,0.000932807,0.000997087
1.1915,0.00116621,0.000952559,0.00101662
1.19278,0.00118897,0.000973484,0.00103735
1.19406,0.00121288,0.000994974,0.00105931
1.19533,0.00123781,0.0010175,0.00108186
1.19661,0.00126385,0.00104096,0.00110556
1.19789,0.00129079,0.00106569,0.00113046
1.19917,0.00131923,0.0010915,0.0011565
1.20044,0.00134897,0.00111857,0.00118361
1.20172,0.0013795,0.00114693,0.0012124
1.203,0.00141182,0.00117632,0.00124234
1.20428,0.00144551,0.00120718,0.00127376
1.20556,0.00148087,0.00123934,0.0013067
1.20683,0.00151772,0.0012733,0.00134095
1.20811,0.00155599,0.00130847,0.0013769
1.20939,0.00159617,0.00134556,0.0014144
1.21067,0.00163797,0.00138397,0.00145382
1.21195,0.00168151,0.00142455,0.00149532
1.21322,0.00172706,0.00146725,0.00153893
1.2145,0.00177452,0.00151175,0.00158485
1.21578,0.00182432,0.0015587,0.00163317
1.21706,0.0018761,0.00160782,0.00168401
1.21834,0.00193068,0.00165956,0.00173772
1.21961,0.00198796,0.00171425,0.00179372
1.22089,0.00204755,0.00177145,0.00185311
1.22217,0.00211066,0.00183196,0.00191551
1.22345,0.0021766,0.00189556,0.00198131
1.22473,0.00224608,0.00196296,0.00205093
1.226,0.00231912,0.00203431,0.00212488
1.22728,0.00239636,0.00210979,0.00220331
1.22856,0.00247784,0.00219005,0.00228654
1.22984,0.00256412,0.0022758,0.00237522
1.23112,0.00265516,0.0023669,0.00246961
1.23239,0.00275182,0.00246458,0.00257041
1.23367,0.0028548,0.00256874,0.00267833
1.23495,0.00296404,0.00268093,0.00279436
1.23623,0.00308062,0.00280099,0.00291864
1.23751,0.00320501,0.00293001,0.00305245
1.23878,0.00333734,0.00306863,0.00319655
1.24006,0.00347855,0.00321726,0.00335212
1.24134,0.00362873,0.00337636,0.00351964
1.24262,0.00378828,0.00354623,0.00369965
1.2439,0.00395698,0.00372631,0.00389321
1.24517,0.00413423,0.00391653,0.00409939
1.24645,0.0043195,0.00411529,0.00431766
1.24773,0.00451078,0.00432014,0.00454633
1.24901,0.00470522,0.00452753,0.00478142
1.25029,0.00489899,0.0047321,0.00501749
1.25156,0.00508718,0.00492653,0.00524568
1.25284,0.00526291,0.00510257,0.00545443
1.25412,0.00541911,0.00525132,0.00563173
1.2554,0.00554871,0.00536498,0.00576476
1.25667,0.0056447,0.00543763,0.00584547
1.25795,0.00570291,0.00546742,0.00586943
1.25923,0.00572159,0.00545592,0.00583983
1.26051,0.00570186,0.00540765,0.00576381
1.26179,0.00564763,0.00532967,0.0056523
1.26306,0.00556474,0.00522893,0.00551584
1.26434,0.00545836,0.00511215,0.00536479
1.26562,0.00533626,0.00498561,0.00520646
1.2669,0.00520322,0.00485396,0.00504618
1.26818,0.00506393,0.00472099,0.00488798
1.26945,0.00492272,0.00458955,0.00473412
1.27073,0.00478158,0.0044612,0.00458597
1.27201,0.00464321,0.00433731,0.00444538
1.27329,0.00450861,0.0042185,0.00431199
1.27457,0.00437866,0.00410509,0.00418655
1.27584,0.00425464,0.00399739,0.00406891
1.27712,0.0041362,0.00389571,0.0039586
1.2784,0.00402368,0.00379939,0.00385543
1.27968,0.0039173,0.00370838,0.00375832
1.28096,0.00381695,0.0036225,0.00366737
1.28223,0.00372238,0.00354137,0.00358177
1.28351,0.00363329,0.00346538,0.00350158
1.28479,0.00354946,0.00339334,0.00342583
1.28607,0.00347053,0.00332544,0.00335463
1.28735,0.00339614,0.00326124,0.00328765
1.28862,0.00332629,0.00320069,0.00322444
1.2899,0.00326021,0.00314365,0.00316515
1.29118,0.00319842,0.00308952,0.00310914
1.29246,0.00313949,0.00303811,0.00305612
1.29374,0.00308426,0.00298956,0.00300617
1.29501,0.00303168,0.00294341,0.002959
1.29629,0.00298196,0.00289999,0.00291461
1.29757,0.00293492,0.00285871,0.00287278
1.29885,0.00289032,0.00281975,0.00283354
1.30013,0.00284801,0.00278275,0.00279662
1.3014,0.00280788,0.00274779,0.00276217
1.30268,0.00276915,0.00271455,0.00272978
1.30396,0.00273252,0.00268316,0.0026992
1.30524,0.00269772,0.00265281,0.0026701
1.30652,0.00266357,0.00262346,0.00264161
1.30779,0.00263057,0.00259476,0.00261401
1.30907,0.00259815,0.00256627,0.00258605
1.31035,0.00256608,0.00253788,0.00255763
1.31163,0.00253412,0.00250903,0.00252863
1.3129,0.00250207,0.00247985,0.00249867
1.31418,0.0024697,0.00245012,0.00246774
1.31546,0.00243712,0.00241944,0.0024356
1.31674,0.00240378,0.00238845,0.00240251
1.31802,0.00236995,0.00235667,0.00236887
1.31929,0.00233588,0.00232419,0.00233427
1.32057,0.00230099,0.00229168,0.00229924
1.32185,0.00226591,0.00225861,0.00226372
1.32313,0.00223049,0.00222504,0.00222803
1.32441,0.00219464,0.00219124,0.00219187
1.32568,0.00215885,0.00215727,0.00215543
1.32696,0.00212246,0.00212294,0.00211864
1.32824,0.00208618,0.00208837,0.00208174
1.32952,0.00204997,0.0020543,0.00204547
1.3308,0.00201378,0.00202026,0.00200888
1.33207,0.00197785,0.00198619,0.00197279
1.33335,0.00194206,0.00195255,0.00193727
1.33463,0.00190664,0.00191915,0.00190194
1.33591,0.00187161,0.00188631,0.00186718
1.33719,0.00183709,0.0018537,0.00183296
1.33846,0.00180266,0.0018211,0.00179875
1.33974,0.00176863,0.0017886,0.00176497
1.34102,0.00173529,0.00175687,0.00173118
1.3423,0.00170199,0.00172507,0.00169789
1.34358,0.00166922,0.00169372,0.00166467
1.34485,0.00163667,0.00166265,0.00163186
1.34613,0.0016048,0.00163163,0.00159944
1.34741,0.00157336,0.0016016,0.00156742
1.34869,0.0015424,0.0015721,0.00153609
1.34997,0.00151221,0.00154305,0.00150598
1.35124,0.00148248,0.00151473,0.00147631
1.35252,0.0014537,0.00148725,0.00144748
1.3538,0.00142545,0.00146041,0.00141958
1.35508,0.0013982,0.00143425,0.00139256
1.35636,0.00137145,0.00140886,0.00136659
1.35763,0.00134575,0.0013843,0.0013411
1.35891,0.0013208,0.00136037,0.0013167
1.36019,0.00129629,0.00133743,0.001293
1.36147,0.00127275,0.00131504,0.00127047
1.36275,0.00124985,0.0012933,0.00124838
1.36402,0.00122757,0.00127241,0.00122719
1.3653,0.00120636,0.00125214,0.00120659
1.36658,0.00118547,0.00123234,0.0011867
1.36786,0.00116524,0.00121291,0.00116766
1.36914,0.00114539,0.00119446,0.00114873
1.37041,0.00112632,0.00117596,0.00113046
1.37169,0.00110757,0.00115781,0.00111249
1.37297,0.00108937,0.0011404,0.00109459
1.37425,0.00107139,0.00112308,0.00107721
1.37552,0.00105394,0.00110609,0.00105999
1.3768,0.00103682,0.00108978,0.00104314
1.37808,0.00102029,0.00107351,0.00102672
1.37936,0.001004,0.00105778,0.00101076
1.38064,0.00098781,0.00104242,0.000995366
1.38191,0.000972526,0.00102749,0.000980358
1.38319,0.000957463,0.00101296,0.000965858
1.38447,0.000942945,0.000998871,0.000951698
1.38575,0.000928695,0.000985201,0.000938193
1.38703,0.000914878,0.000971883,0.000924958
1.3883,0.000901663,0.000959088,0.000912144
1.38958,0.000888495,0.000946354,0.000899572
1.39086,0.000875821,0.000934077,0.000887361
1.39214,0.000863475,0.000921841,0.000875391
1.39342,0.000851321,0.00091009,0.000863838
1.39469,0.000839641,0.000898503,0.000852397
1.39597,0.000828097,0.000887468,0.000841294
1.39725,0.000817182,0.000876341,0.000830622
1.39853,0.000806071,0.000865339,0.000819871
1.39981,0.000795308,0.000854836,0.000809293
1.40108,0.000784903,0.000844262,0.000798784
1.40236,0.000774465,0.000834021,0.000788545
1.40364,0.000764216,0.000824419,0.000778704
1.40492,0.00075464,0.000814218,0.000768791
1.4062,0.000744771,0.000804848,0.000759432
1.40747,0.000735371,0.000795181,0.000750174
1.40875,0.000725559,0.000786058,0.000740881
1.41003,0.00071674,0.000776779,0.000731972
1.41131,0.000707774,0.000767942,0.000723272
1.41259,0.000698899,0.000758841,0.000714588
1.41386,0.000690261,0.000750186,0.000705966
1.41514,0.000681607,0.000741455,0.000697477
1.41642,0.000673021,0.000732807,0.000688849
1.4177,0.000664555,0.000724399,0.000680517
1.41898,0.000656418,0.0007159,0.000672113
1.42025,0.000648839,0.000707851,0.000663899
1.42153,0.000640397,0.00070002,0.000655919
1.42281,0.000632881,0.000691957,0.00064821
1.42409,0.000625374,0.000684245,0.000640631
1.42537,0.000618014,0.00067673,0.000633156
1.42664,0.000610932,0.000669432,0.000625946
1.42792,0.000603793,0.000662468,0.000619002
1.4292,0.000596946,0.000655432,0.0006123
1.43048,0.000590296,0.00064866,0.000605901
1.43175,0.000583987,0.000642222,0.000599666
1.43303,0.000577726,0.000635817,0.00059373
1.43431,0.000571718,0.000629695,0.000587875
1.43559,0.000565946,0.00062382,0.000582174
1.43687,0.000560166,0.000617669,0.000576603
1.43814,0.000554618,0.000612117,0.000571254
1.43942,0.000549147,0.00060651,0.000565914
1.4407,0.000543847,0.000600925,0.000560679
1.44198,0.000538484,0.000595453,0.000555359
1.44326,0.000533414,0.000590173,0.00055013
1.44453,0.000528543,0.000585132,0.000545049
1.44581,0.000523405,0.000579791,0.000540071
1.44709,0.000518511,0.00057459,0.000534999
1.44837,0.000513765,0.000569659,0.000530334
1.44965,0.000509159,0.000564774,0.00052566
1.45092,0.000504598,0.000559922,0.0005212
1.4522,0.000500052,0.000555241,0.000516555
1.45348,0.000495879,0.000550643,0.000512229
1.45476,0.000491703,0.000546463,0.000507998
1.45604,0.000487598,0.000542003,0.000503911
1.45731,0.000483526,0.00053775,0.000500012
1.45859,0.000479361,0.00053366,0.000495989
1.45987,0.000475697,0.000529472,0.000492215
1.46115,0.000472017,0.000525495,0.000488668
1.46243,0.000468474,0.000521862,0.000484962
1.4637,0.000464879,0.000517983,0.000481441
1.46498,0.000461471,0.000514336,0.000477908
1.46626,0.000458016,0.000510442,0.00047454
1.46754,0.000454549,0.000507046,0.000471124
1.46882,0.00045117,0.000503496,0.000467783
1.47009,0.000448188,0.000499929,0.00046479
1.47137,0.000444865,0.000496489,0.000461531
1.47265,0.000441474,0.000492904,0.000457955
1.47393,0.000438355,0.000489416,0.000454763
1.47521,0.00043508,0.000485882,0.000451452
1.47648,0.000431974,0.000482209,0.000447833
1.47776,0.000428936,0.000478889,0.00044413
1.47904,0.000425769,0.000475648,0.000440916
1.48032,0.000422739,0.00047211,0.000437695
1.4816,0.000419664,0.000468855,0.000434524
1.48287,0.000416726,0.000465709,0.000431225
1.48415,0.000413628,0.000462653,0.000428474
1.48543,0.000410657,0.000459572,0.000425706
1.48671,0.000408052,0.000456498,0.000423007
1.48798,0.000405214,0.000453595,0.000420077
1.48926,0.000402889,0.000450779,0.000417534
1.49054,0.000400481,0.000447894,0.000414828
1.49182,0.000397773,0.000445311,0.000412243
1.4931,0.000395208,0.000442524,0.000409763
1.49437,0.000392716,0.000439874,0.000407041
1.49565,0.000390501,0.000437233,0.000404759
1.49693,0.000388155,0.000434663,0.000402347
1.49821,0.00038564,0.000432163,0.000399892
1.49949,0.000383592,0.000429739,0.000397653
1.50076,0.000381274,0.000427478,0.000395407
1.50204,0.000379572,0.000424952,0.0003932
1.50332,0.000377339,0.000422586,0.000390947
1.5046,0.000375245,0.000420413,0.00038863
1.50588,0.000373341,0.000417956,0.000386345
1.50715,0.000371195,0.000415568,0.000384138
1.50843,0.00036939,0.000413478,0.000381924
1.50971,0.000367313,0.000411228,0.000379757
1.51099,0.000365454,0.000409036,0.000377488
1.51227,0.000363672,0.000407065,0.000375529
1.51354,0.000361969,0.000405001,0.000373837
1.51482,0.000360485,0.000403085,0.000372041
1.5161,0.00035872,0.000401089,0.000370281
1.51738,0.000357292,0.000399423,0.000368465
1.51866,0.000356027,0.000397837,0.000367073
1.51993,0.000354589,0.000396255,0.000365658
1.52121,0.000353486,0.000394644,0.000364201
1.52249,0.000351966,0.000393141,0.000362858
1.52377,0.000350946,0.000391904,0.000361691
1.52505,0.000349996,0.000390529,0.000360593
1.52632,0.000349023,0.000389476,0.000359419
1.5276,0.000348165,0.0003883,0.000358383
1.52888,0.00034724,0.000387241,0.000357577
1.53016,0.000346547,0.000386177,0.000356557
1.53144,0.000345822,0.000385183,0.000355814
1.53271,0.00034526,0.000384359,0.000355038
1.53399,0.000344754,0.000383347,0.000354314
1.53527,0.000344254,0.000382686,0.00035392
1.53655,0.000343878,0.000381982,0.000353138
1.53783,0.000343636,0.000381384,0.0003529
1.5391,0.000343477,0.00038081,0.000352733
1.54038,0.000343173,0.00038052,0.000352271
1.54166,0.00034312,0.000380077,0.000351977
1.54294,0.000342839,0.000379787,0.000351775
1.54421,0.000342833,0.000379562,0.000351671
1.54549,0.000343113,0.000379399,0.000351703
1.54677,0.00034328,0.000379257,0.000351762
1.54805,0.000343635,0.000379431,0.000352114
1.54933,0.000343905,0.000379308,0.000352095
1.5506,0.000344279,0.000379359,0.000352205
1.55188,0.000344972,0.000379638,0.000352893
1.55316,0.000345308,0.000379762,0.000353069
1.55444,0.000345949,0.000380233,0.000353614
1.55572,0.000346741,0.000380683,0.000354171
1.55699,0.000347518,0.000381199,0.000354768
1.55827,0.000348498,0.000381812,0.000355374
1.55955,0.00034929,0.000382251,0.000356234
1.56083,0.000350552,0.000383086,0.000357163
1.56211,0.000351289,0.000383663,0.000358018
1.56338,0.000352595,0.000384686,0.000359207
1.56466,0.000354028,0.00038559,0.000360221
1.56594,0.000354916,0.000386704,0.000361281
1.56722,0.000356473,0.0003876,0.000362461
1.5685,0.000357619,0.000388856,0.00036368
1.56977,0.00035923,0.000389846,0.000365134
1.57105,0.000360732,0.000391058,0.000366411
1.57233,0.000362201,0.000392372,0.000367673
1.57361,0.000363719,0.000393519,0.000369013
1.57489,0.000365248,0.000394978,0.000370414
