shift_ppm,CS01,CS02,CS03
1.57616,0.000366736,0.000396219,0.000371728
1.57744,0.000368416,0.00039759,0.000373009
1.57872,0.000369562,0.000399009,0.000374274
1.58,0.000371514,0.00040025,0.000375412
1.58128,0.000373004,0.000401495,0.000376931
1.58255,0.000374578,0.00040282,0.000377983
1.58383,0.000376099,0.000404024,0.000379281
1.58511,0.000377758,0.000405465,0.000380699
1.58639,0.000379401,0.000406576,0.00038185
1.58767,0.000380763,0.00040798,0.000383065
1.58894,0.000382234,0.000409192,0.00038405
1.59022,0.000383922,0.000410335,0.000385321
1.5915,0.000385348,0.000411656,0.000386273
1.59278,0.000386673,0.00041277,0.00038744
1.59406,0.000388211,0.000414116,0.000388587
1.59533,0.000389526,0.000415198,0.000389569
1.59661,0.000390539,0.000416236,0.000390677
1.59789,0.000391933,0.000417303,0.000391531
1.59917,0.000393174,0.000418217,0.000392483
1.60044,0.000394379,0.000419371,0.000393265
1.60172,0.000395218,0.000420351,0.000393995
1.603,0.000395984,0.000420971,0.000394536
1.60428,0.000396859,0.00042145,0.0003951
1.60556,0.00039759,0.000421817,0.000395482
1.60683,0.000398015,0.000422492,0.000395759
1.60811,0.000398435,0.000422895,0.000395954
1.60939,0.000398973,0.000423131,0.000396033
1.61067,0.000399071,0.000423334,0.000395886
1.61195,0.000399306,0.000423254,0.000395873
1.61322,0.000399181,0.000423167,0.000395534
1.6145,0.00039916,0.000422902,0.000395169
1.61578,0.000398636,0.000422539,0.000394722
1.61706,0.000398474,0.000422093,0.000393986
1.61834,0.000397922,0.000421545,0.000393484
1.61961,0.000397534,0.000420957,0.000392633
1.62089,0.00039672,0.000420155,0.0003917
1.62217,0.000396022,0.000419357,0.000390801
1.62345,0.000395087,0.000418134,0.000389823
1.62473,0.00039423,0.000417361,0.000388594
1.626,0.000393239,0.00041641,0.000387619
1.62728,0.000391899,0.000415405,0.000386609
1.62856,0.000390913,0.000414182,0.000385217
1.62984,0.000389685,0.000412908,0.000383975
1.63112,0.000388174,0.000411823,0.000382547
1.63239,0.00038706,0.000410604,0.000381299
1.63367,0.000385731,0.000409232,0.000380024
1.63495,0.000384036,0.000407991,0.000378593
1.63623,0.000382753,0.000406405,0.000377178
1.63751,0.000381015,0.000405015,0.000376047
1.63878,0.000379532,0.000403633,0.000374499
1.64006,0.000377915,0.000401851,0.000372778
1.64134,0.00037628,0.000400475,0.000371373
1.64262,0.000374313,0.000398882,0.000369678
1.6439,0.000372927,0.000397133,0.000367976
1.64517,0.000370891,0.000395337,0.000366314
1.64645,0.000368897,0.000393664,0.000364599
1.64773,0.000367142,0.000391751,0.0003628
1.64901,0.000365138,0.000389962,0.000360889
1.65029,0.00036327,0.000387854,0.000358826
1.65156,0.00036111,0.000386156,0.00035717
1.65284,0.000359203,0.000384156,0.000355292
1.65412,0.000356892,0.000382309,0.000353297
1.6554,0.000354866,0.000380357,0.000351335
1.65668,0.000352708,0.000378241,0.000349399
1.65795,0.000350833,0.000376379,0.000347427
1.65923,0.000348562,0.000374173,0.000345679
1.66051,0.000346436,0.000372261,0.000343606
1.66179,0.000344283,0.000370228,0.000341895
1.66306,0.000342283,0.000368501,0.000339975
1.66434,0.000340074,0.000366516,0.000338114
1.66562,0.000338302,0.000364502,0.000336145
1.6669,0.000335977,0.000362557,0.000334156
1.66818,0.000334053,0.000360511,0.000332396
1.66945,0.000332411,0.000358742,0.000330662
1.67073,0.000330359,0.000356997,0.00032883
1.67201,0.000328258,0.000355223,0.000327011
1.67329,0.000326329,0.000353313,0.000325341
1.67457,0.000324332,0.000351455,0.000323719
1.67584,0.000322719,0.000349819,0.000321945
1.67712,0.000320827,0.000348058,0.000320525
1.6784,0.000318988,0.000346395,0.000318884
1.67968,0.000317064,0.000344577,0.000317314
1.68096,0.000315507,0.000342933,0.000315691
1.68223,0.000313677,0.000341028,0.000314077
1.68351,0.000311823,0.00033934,0.000312487
1.68479,0.000309999,0.000337955,0.000310877
1.68607,0.000308402,0.000336202,0.000309542
1.68735,0.000306569,0.000334452,0.000307833
1.68862,0.000304777,0.000332747,0.000306535
1.6899,0.000303101,0.000331252,0.000304881
1.69118,0.000301606,0.000329562,0.000303278
1.69246,0.000299697,0.000328126,0.000301912
1.69374,0.000297942,0.00032633,0.00030038
1.69501,0.000296366,0.000324811,0.000298757
1.69629,0.000294752,0.000323166,0.000297268
1.69757,0.000293122,0.000321632,0.000295762
1.69885,0.00029161,0.000319992,0.000294441
