species,formula,casrn,ref,htype,H_mol_m3_Pa,mindHR_K,lnH,dHsol_kJ_mol
"1,1-dichloroethene",CH2CCl2,75-35-4,747,L,0.00034,3900,-7.98656,-32.4264
"1,1-dichloroethene",CH2CCl2,75-35-4,856,M,0.00035,3300,-7.95758,-27.4377
"1,1-dichloroethene",CH2CCl2,75-35-4,usepa82,X,0.00064,1200,-7.35404,-9.97736
"1,1-dichloropropene",C3H4Cl2,563-58-6,2891,M,0.00061,4200,-7.40205,-34.9207
"1,1-dichloropropene",C3H4Cl2,563-58-6,2904,M,0.00054,1900,-7.52394,-15.7975
"1,1-difluoroethane",C2H4F2,75-37-6,1014,V,0.00042,2300,-7.77526,-19.1233
"1,1-difluoroethane",C2H4F2,75-37-6,2013,M,0.00049,2700,-7.62111,-22.449
"1,1-difluoroethane",C2H4F2,75-37-6,3245,L,0.00049,2600,-7.62111,-21.6176
"1,1-difluoroethane",C2H4F2,75-37-6,3500,L,0.00049,2600,-7.62111,-21.6176
"1,1-difluoroethane",C2H4F2,75-37-6,921,M,0.00049,2800,-7.62111,-23.2805
"1,1-difluoroethane",C2H4F2,75-37-6,923,M,0.0005,2800,-7.6009,-23.2805
"1,1-dimethylethyl ethanoate",C6H12O2,540-88-5,3518,L,0.012,6100,-4.42285,-50.7182
"1,1-dimethylethyl ethanoate",C6H12O2,540-88-5,3616,L,0.011,5600,-4.50986,-46.561
"1,2,3,4,5,6,7-heptachloronaphthalene",C10HCl7,58863-14-2,3732,M,3.6,10000,1.28093,-83.1446
"1,2,3,4,5,6,8-heptachloronaphthalene",C10HCl7,58863-15-3,3732,M,2.4,10000,0.875469,-83.1446
"1,2,3,4,5,6-hexachloronaphthalene",C10H2Cl6,58877-88-6,3732,M,0.78,12000,-0.248461,-99.7736
"1,2,3,4,5,8-hexachloronaphthalene",C10H2Cl6,103426-93-3,3732,M,0.93,10000,-0.0725707,-83.1446
"1,2,3,4,6,7,8-heptachlorodibenzo-p-dioxin",C12HCl7O2,35822-46-9,1143,T,7.5e-05,2400,-9.49802,-19.9547
"1,2,3,4,6,7,8-heptachlorodibenzofuran",C12HCl7O,67562-39-4,1143,T,5.4e-05,1600,-9.82653,-13.3031
"1,2,3,4,6,8,9-heptachlorodibenzofuran",C12HCl7O,69698-58-4,1143,T,0.00034,1800,-7.98656,-14.966
"1,2,3,4,6,8-hexachlorodibenzofuran",C12H2Cl6O,69698-60-8,1143,T,0.00024,2300,-8.33487,-19.1233
"1,2,3,4,6-pentachloronaphthalene",C10H3Cl5,67922-26-3,3732,M,0.078,9000,-2.55105,-74.8302
"1,2,3,4,7,8,9-heptachlorodibenzofuran",C12HCl7O,55673-89-7,1143,T,0.00055,2100,-7.50559,-17.4604
"1,2,3,4,7,8-hexachlorodibenzo-p-dioxin",C12H2Cl6O2,39227-28-6,1143,T,0.00012,2900,-9.02802,-24.1119
"1,2,3,4,7,8-hexachlorodibenzofuran",C12H2Cl6O,70648-26-9,1143,T,0.00041,2400,-7.79935,-19.9547
"1,2,3,4-tetrachlorobenzene",C6H2Cl4,634-66-2,1146,M,0.013,4800,-4.34281,-39.9094
"1,2,3,4-tetrahydronaphthalene",C10H12,119-64-2,1156,M,0.0051,5400,-5.27851,-44.8981
"1,2,3,4-tetrahydronaphthalene",C10H12,119-64-2,3673,L,0.0064,5300,-5.05146,-44.0667
"1,2,3,4-tetramethylbenzene",C10H14,488-23-3,3518,L,0.0029,5900,-5.84304,-49.0553
"1,2,3,5,7,8-hexachloronaphthalene",C10H2Cl6,103426-94-4,3732,M,0.43,12000,-0.84397,-99.7736
"1,2,3,5,8-pentachloronaphthalene",C10H3Cl5,150224-24-1,3732,M,0.17,9700,-1.77196,-80.6503
"1,2,3,6,7,8-hexachlorodibenzo-p-dioxin",C12H2Cl6O2,57653-85-7,1143,T,6.2e-05,2800,-9.68838,-23.2805
"1,2,3,6,7,8-hexachlorodibenzofuran",C12H2Cl6O,57117-44-9,1143,T,0.0011,3300,-6.81245,-27.4377
"1,2,3,7,8,9-hexachlorodibenzo-p-dioxin",C12H2Cl6O2,19408-74-3,1143,T,0.00025,2700,-8.29405,-22.449
"1,2,3,7,8,9-hexachlorodibenzofuran",C12H2Cl6O,72918-21-9,1143,T,0.00063,2600,-7.36979,-21.6176
"1,2,3,7,8-pentachlorodibenzo-p-dioxin",C12H3Cl5O2,40321-76-4,1143,T,5.2e-05,2500,-9.86427,-20.7862
"1,2,3,7,8-pentachlorodibenzofuran",C12H3Cl5O,57117-41-6,1143,T,0.00087,3000,-7.04702,-24.9434
"1,2,3-propanetriol",C3H8O3,56-81-5,3067,V,4.7e+06,11000,15.3631,-91.4591
"1,2,3-trichlorobenzene",C6H3Cl3,87-61-6,1107,M,0.0036,4200,-5.62682,-34.9207
"1,2,3-trichlorobenzene",C6H3Cl3,87-61-6,2891,M,0.015,4800,-4.19971,-39.9094
"1,2,3-trichlorobenzene",C6H3Cl3,87-61-6,2904,M,0.015,7300,-4.19971,-60.6956
"1,2,3-trichlorobenzene",C6H3Cl3,87-61-6,2926,M,0.0063,4600,-5.06721,-38.2465
"1,2,3-trichlorobenzene",C6H3Cl3,87-61-6,3518,L,0.0062,4600,-5.08321,-38.2465
"1,2,3-trichlorobenzene-d3",C6D3Cl3,3907-98-0,2891,M,0.015,4600,-4.19971,-38.2465
"1,2,3-trichloropropane",C3H5Cl3,96-18-4,1150,M,0.029,3500,-3.54046,-29.1006
"1,2,3-trichloropropane",C3H5Cl3,96-18-4,1525,L,0.036,3700,-3.32424,-30.7635
"1,2,3-trichloropropane",C3H5Cl3,96-18-4,2891,M,0.042,7200,-3.17009,-59.8641
"1,2,3-trichloropropane",C3H5Cl3,96-18-4,2904,M,0.028,5300,-3.57555,-44.0667
"1,2,3-trichloropropane",C3H5Cl3,96-18-4,3245,L,0.036,3700,-3.32424,-30.7635
"1,2,3-trichloropropane",C3H5Cl3,96-18-4,3500,L,0.036,3700,-3.32424,-30.7635
"1,2,3-trichloropropane",C3H5Cl3,96-18-4,3518,L,0.033,1900,-3.41125,-15.7975
"1,2,3-trichloropropane",C3H5Cl3,96-18-4,598,M,0.044,4000,-3.12357,-33.2579
"1,2,3-trichloropropane",C3H5Cl3,96-18-4,747,L,0.034,3700,-3.38139,-30.7635
"1,2,3-trimethylbenzene",C6H3(CH3)3,526-73-8,1943,L,0.0027,4800,-5.9145,-39.9094
"1,2,3-trimethylbenzene",C6H3(CH3)3,526-73-8,2453,M,0.0024,4500,-6.03229,-37.4151
"1,2,3-trimethylbenzene",C6H3(CH3)3,526-73-8,3518,L,0.0024,4600,-6.03229,-38.2465
"1,2,3-trimethylbenzene",C6H3(CH3)3,526-73-8,3673,L,0.0026,4500,-5.95224,-37.4151
"1,2,4,5,6-pentachloronaphthalene",C10H3Cl5,150224-20-7,3732,M,0.14,9500,-1.96611,-78.9874
"1,2,4,5,7-pentachloronaphthalene",C10H3Cl5,150224-19-4,3732,M,0.089,8700,-2.41912,-72.3358
"1,2,4,5,8-pentachloronaphthalene",C10H3Cl5,150224-25-2,3732,M,0.26,9100,-1.34707,-75.6616
"1,2,4,5-tetrachloronaphthalene",C10H4Cl4,6733-54-6,3732,M,0.15,5900,-1.89712,-49.0553
"1,2,4,6,7,8-hexachlorodibenzofuran",C12H2Cl6O,67562-40-7,1143,T,0.00032,2300,-8.04719,-19.1233
"1,2,4,6,8,9-hexachlorodibenzofuran",C12H2Cl6O,69698-59-5,1143,T,0.00022,2600,-8.42188,-21.6176
"1,2,4,6,8-pentachloronaphthalene",C10H3Cl5,150224-22-9,3732,M,0.1,8800,-2.30259,-73.1673
"1,2,4,7,8-pentachloronaphthalene",C10H3Cl5,150224-21-8,3732,M,0.17,9200,-1.77196,-76.4931
"1,2,4,8-tetrachloronaphthalene",C10H4Cl4,6529-87-9,3732,M,0.18,6000,-1.7148,-49.8868
"1,2,4-trichloro-3-methoxybenzene",C7H5Cl3O,50375-10-5,3118,M,0.011,4500,-4.50986,-37.4151
"1,2,4-trichlorobenzene",C6H3Cl3,120-82-1,1107,M,0.0024,3500,-6.03229,-29.1006
"1,2,4-trichlorobenzene",C6H3Cl3,120-82-1,1156,M,0.0046,3900,-5.3817,-32.4264
"1,2,4-trichlorobenzene",C6H3Cl3,120-82-1,2891,M,0.011,5100,-4.50986,-42.4038
"1,2,4-trichlorobenzene",C6H3Cl3,120-82-1,2904,M,0.0065,5500,-5.03595,-45.7295
"1,2,4-trichlorobenzene",C6H3Cl3,120-82-1,3518,L,0.0042,6400,-5.47267,-53.2126
"1,2,4-trichlorobenzene",C6H3Cl3,120-82-1,3681,L,0.0039,3100,-5.54678,-25.7748
"1,2,4-trichlorobenzene",C6H3Cl3,120-82-1,usepa82,X,0.007,2500,-4.96185,-20.7862
"1,2,4-trichlorobenzene-d3",C6D3Cl3,2199-72-6,2891,M,0.0098,4600,-4.62537,-38.2465
"1,2,4-trimethylbenzene",C6H3(CH3)3,95-63-6,1943,L,0.0017,3100,-6.37713,-25.7748
"1,2,4-trimethylbenzene",C6H3(CH3)3,95-63-6,2453,M,0.0016,4800,-6.43775,-39.9094
"1,2,4-trimethylbenzene",C6H3(CH3)3,95-63-6,2891,M,0.0032,5200,-5.7446,-43.2352
"1,2,4-trimethylbenzene",C6H3(CH3)3,95-63-6,2904,M,0.0023,3600,-6.07485,-29.9321
"1,2,4-trimethylbenzene",C6H3(CH3)3,95-63-6,3518,L,0.0016,4700,-6.43775,-39.078
"1,2,4-trimethylbenzene",C6H3(CH3)3,95-63-6,3673,L,0.0016,4800,-6.43775,-39.9094
"1,2,4-trimethylbenzene",C6H3(CH3)3,95-63-6,903,M,0.0015,4300,-6.50229,-35.7522
"1,2,5-trichloronaphthalene",C10H5Cl3,55720-33-7,3732,M,0.11,5300,-2.20727,-44.0667
"1,2,6-trichloronaphthalene",C10H5Cl3,51570-44-6,3732,M,0.17,6500,-1.77196,-54.044
"1,2-butanediol",C4H10O2,584-03-2,3067,V,2100,9900,7.64969,-82.3132
"1,2-diaminopropane",C3H10N2,78-90-0,3584,M,1400,7400,7.24423,-61.527
"1,2-dibromo-3-chloropropane",C3H5Br2Cl,96-12-8,2891,M,0.097,7100,-2.33304,-59.0327
"1,2-dibromo-3-chloropropane",C3H5Br2Cl,96-12-8,2904,M,0.5,10000,-0.693147,-83.1446
"1,2-dibromoethane",C2H4Br2,106-93-4,1156,M,0.015,3900,-4.19971,-32.4264
"1,2-dibromoethane",C2H4Br2,106-93-4,2891,M,0.017,5500,-4.07454,-45.7295
"1,2-dibromoethane",C2H4Br2,106-93-4,2895,M,0.011,3000,-4.50986,-24.9434
"1,2-dibromoethane",C2H4Br2,106-93-4,2904,M,0.018,5500,-4.01738,-45.7295
"1,2-dibromoethane",C2H4Br2,106-93-4,3245,L,0.015,3900,-4.19971,-32.4264
"1,2-dibromoethane",C2H4Br2,106-93-4,3500,L,0.014,4300,-4.2687,-35.7522
"1,2-dibromoethane",C2H4Br2,106-93-4,3518,L,0.014,4200,-4.2687,-34.9207
"1,2-dibromoethane",C2H4Br2,106-93-4,usepa82,X,0.011,1900,-4.50986,-15.7975
"1,2-dibromoethane-d4",C2D4Br2,22581-63-1,2891,M,0.016,4800,-4.13517,-39.9094
"1,2-dichlorobenzene",C6H4Cl2,95-50-1,1156,M,0.0053,1400,-5.24005,-11.6402
"1,2-dichlorobenzene",C6H4Cl2,95-50-1,1525,L,0.0054,5900,-5.22136,-49.0553
"1,2-dichlorobenzene",C6H4Cl2,95-50-1,1943,L,0.0068,5300,-4.99083,-44.0667
"1,2-dichlorobenzene",C6H4Cl2,95-50-1,2269,M,0.0059,6700,-5.1328,-55.7069
"1,2-dichlorobenzene",C6H4Cl2,95-50-1,2270,M,0.0049,5100,-5.31852,-42.4038
"1,2-dichlorobenzene",C6H4Cl2,95-50-1,2891,M,0.008,4200,-4.82831,-34.9207
"1,2-dichlorobenzene",C6H4Cl2,95-50-1,2904,M,0.0062,5000,-5.08321,-41.5723
"1,2-dichlorobenzene",C6H4Cl2,95-50-1,2905,M,0.0049,4400,-5.31852,-36.5836
"1,2-dichlorobenzene",C6H4Cl2,95-50-1,3518,L,0.0059,5200,-5.1328,-43.2352
"1,2-dichlorobenzene",C6H4Cl2,95-50-1,3681,L,0.0056,3700,-5.18499,-30.7635
"1,2-dichlorobenzene",C6H4Cl2,95-50-1,747,L,0.0054,5900,-5.22136,-49.0553
"1,2-dichlorobenzene",C6H4Cl2,95-50-1,usepa82,X,0.0052,2800,-5.2591,-23.2805
"1,2-dichlorobenzene-d4",C6D4Cl2,2199-69-1,2891,M,0.0082,4200,-4.80362,-34.9207
"1,2-dichloroethane",CH2ClCH2Cl,107-06-2,1147,X,0.0085,3700,-4.76769,-30.7635
"1,2-dichloroethane",CH2ClCH2Cl,107-06-2,1150,M,0.0084,3500,-4.77952,-29.1006
"1,2-dichloroethane",CH2ClCH2Cl,107-06-2,1156,M,0.0064,1500,-5.05146,-12.4717
"1,2-dichloroethane",CH2ClCH2Cl,107-06-2,1525,L,0.0078,4200,-4.85363,-34.9207
"1,2-dichloroethane",CH2ClCH2Cl,107-06-2,1855,L,0.0089,4300,-4.7217,-35.7522
"1,2-dichloroethane",CH2ClCH2Cl,107-06-2,1943,L,0.0091,4300,-4.69948,-35.7522
"1,2-dichloroethane",CH2ClCH2Cl,107-06-2,2270,M,0.0064,4500,-5.05146,-37.4151
"1,2-dichloroethane",CH2ClCH2Cl,107-06-2,2824,M,0.0091,6100,-4.69948,-50.7182
"1,2-dichloroethane",CH2ClCH2Cl,107-06-2,2891,M,0.0082,4400,-4.80362,-36.5836
"1,2-dichloroethane",CH2ClCH2Cl,107-06-2,2901,M,0.0058,3000,-5.1499,-24.9434
"1,2-dichloroethane",CH2ClCH2Cl,107-06-2,2904,M,0.0062,3700,-5.08321,-30.7635
"1,2-dichloroethane",CH2ClCH2Cl,107-06-2,3245,L,0.0089,4300,-4.7217,-35.7522
"1,2-dichloroethane",CH2ClCH2Cl,107-06-2,3245,L,0.0076,3700,-4.87961,-30.7635
"1,2-dichloroethane",CH2ClCH2Cl,107-06-2,3500,L,0.0089,4300,-4.7217,-35.7522
"1,2-dichloroethane",CH2ClCH2Cl,107-06-2,3500,L,0.0076,3700,-4.87961,-30.7635
"1,2-dichloroethane",CH2ClCH2Cl,107-06-2,3518,L,0.0084,4200,-4.77952,-34.9207
"1,2-dichloroethane",CH2ClCH2Cl,107-06-2,3681,L,0.0075,4400,-4.89285,-36.5836
"1,2-dichloroethane",CH2ClCH2Cl,107-06-2,584,M,0.0093,4600,-4.67774,-38.2465
"1,2-dichloroethane",CH2ClCH2Cl,107-06-2,640,M,0.0079,4400,-4.84089,-36.5836
"1,2-dichloroethane",CH2ClCH2Cl,107-06-2,747,L,0.0071,4200,-4.94766,-34.9207
"1,2-dichloroethane",CH2ClCH2Cl,107-06-2,855,M,0.0084,4300,-4.77952,-35.7522
"1,2-dichloroethane",CH2ClCH2Cl,107-06-2,856,M,0.008,3600,-4.82831,-29.9321
"1,2-dichloroethane",CH2ClCH2Cl,107-06-2,863,M,0.0086,4400,-4.75599,-36.5836
"1,2-dichloroethane",CH2ClCH2Cl,107-06-2,usepa82,X,0.009,2400,-4.71053,-19.9547
"1,2-dichloroethane-d4",CD2ClCD2Cl,17060-07-0,2891,M,0.0087,4300,-4.74443,-35.7522
"1,2-dichloropropane",C3H6Cl2,78-87-5,1107,M,0.0035,4300,-5.65499,-35.7522
"1,2-dichloropropane",C3H6Cl2,78-87-5,1150,M,0.0034,4300,-5.68398,-35.7522
"1,2-dichloropropane",C3H6Cl2,78-87-5,1156,M,0.0038,4700,-5.57275,-39.078
"1,2-dichloropropane",C3H6Cl2,78-87-5,1525,L,0.0034,4300,-5.68398,-35.7522
"1,2-dichloropropane",C3H6Cl2,78-87-5,2270,M,0.003,3800,-5.80914,-31.595
"1,2-dichloropropane",C3H6Cl2,78-87-5,2891,M,0.0043,4400,-5.44914,-36.5836
"1,2-dichloropropane",C3H6Cl2,78-87-5,2904,M,0.0043,3700,-5.44914,-30.7635
"1,2-dichloropropane",C3H6Cl2,78-87-5,3245,L,0.0034,4300,-5.68398,-35.7522
"1,2-dichloropropane",C3H6Cl2,78-87-5,3500,L,0.0034,4300,-5.68398,-35.7522
"1,2-dichloropropane",C3H6Cl2,78-87-5,3518,L,0.0034,4000,-5.68398,-33.2579
"1,2-dichloropropane",C3H6Cl2,78-87-5,3681,L,0.0037,4100,-5.59942,-34.0893
"1,2-dichloropropane",C3H6Cl2,78-87-5,747,L,0.0034,4300,-5.68398,-35.7522
"1,2-dichloropropane",C3H6Cl2,78-87-5,855,M,0.0036,4200,-5.62682,-34.9207
"1,2-dichloropropane",C3H6Cl2,78-87-5,856,M,0.0038,3800,-5.57275,-31.595
"1,2-dichloropropane",C3H6Cl2,78-87-5,usepa82,X,0.0034,2100,-5.68398,-17.4604
"1,2-dichloropropane-d6",C3D6Cl2,93952-08-0,2891,M,0.0036,4600,-5.62682,-38.2465
"1,2-dichlorotetrafluoroethane",C2F4Cl2,76-14-2,2013,M,9e-06,2800,-11.6183,-23.2805
"1,2-difluorobenzene",C6H4F2,367-11-3,2926,M,0.0012,3500,-6.72543,-29.1006
"1,2-difluorobenzene",C6H4F2,367-11-3,3518,L,0.0013,3700,-6.64539,-30.7635
"1,2-dimethoxyethane",C4H10O2,110-71-4,2381,T,1.4,7100,0.336472,-59.0327
"1,2-dimethoxyethane",C4H10O2,110-71-4,3305,M,1.4,7200,0.336472,-59.8641
"1,2-dimethoxyethane",C4H10O2,110-71-4,3518,L,1.3,7300,0.262364,-60.6956
"1,2-dimethyl-3-(1-methylethenyl)-cyclopentanol",C10H18O,72402-00-7,2464,V,0.4,17000,-0.916291,-141.346
"1,2-dimethylbenzene",C6H4(CH3)2,95-47-6,1156,M,0.0019,3200,-6.2659,-26.6063
"1,2-dimethylbenzene",C6H4(CH3)2,95-47-6,1525,L,0.002,4300,-6.21461,-35.7522
"1,2-dimethylbenzene",C6H4(CH3)2,95-47-6,1943,L,0.0024,4200,-6.03229,-34.9207
"1,2-dimethylbenzene",C6H4(CH3)2,95-47-6,2270,M,0.0021,5600,-6.16582,-46.561
"1,2-dimethylbenzene",C6H4(CH3)2,95-47-6,2453,M,0.0019,4500,-6.2659,-37.4151
"1,2-dimethylbenzene",C6H4(CH3)2,95-47-6,2645,M,0.002,4300,-6.21461,-35.7522
"1,2-dimethylbenzene",C6H4(CH3)2,95-47-6,2891,M,0.0032,4500,-5.7446,-37.4151
"1,2-dimethylbenzene",C6H4(CH3)2,95-47-6,2904,M,0.0019,3400,-6.2659,-28.2692
"1,2-dimethylbenzene",C6H4(CH3)2,95-47-6,2921,M,0.0027,8500,-5.9145,-70.6729
"1,2-dimethylbenzene",C6H4(CH3)2,95-47-6,3116,M,0.0017,2500,-6.37713,-20.7862
"1,2-dimethylbenzene",C6H4(CH3)2,95-47-6,3518,L,0.002,4700,-6.21461,-39.078
"1,2-dimethylbenzene",C6H4(CH3)2,95-47-6,3673,L,0.002,4400,-6.21461,-36.5836
"1,2-dimethylbenzene",C6H4(CH3)2,95-47-6,3681,L,0.002,4600,-6.21461,-38.2465
"1,2-dimethylbenzene",C6H4(CH3)2,95-47-6,584,M,0.0024,4500,-6.03229,-37.4151
"1,2-dimethylbenzene",C6H4(CH3)2,95-47-6,599,M,0.002,5800,-6.21461,-48.2239
"1,2-dimethylbenzene",C6H4(CH3)2,95-47-6,747,L,0.0019,4000,-6.2659,-33.2579
"1,2-dimethylbenzene",C6H4(CH3)2,95-47-6,791,M,0.0029,5400,-5.84304,-44.8981
"1,2-dimethylbenzene",C6H4(CH3)2,95-47-6,857,M,0.0014,3000,-6.57128,-24.9434
"1,2-dimethylbenzene-d10",C6D4(CD3)2,56004-61-6,2891,M,0.003,4700,-5.80914,-39.078
"1,2-epoxypropane",C3H6O,75-56-9,usepa82,X,0.051,3500,-2.97593,-29.1006
"1,2-ethanediol",HO(CH2)2OH,107-21-1,3067,V,6500,8800,8.77956,-73.1673
"1,2-propanediol",C3H8O2,57-55-6,3067,V,2700,9500,7.90101,-78.9874
"1,3,4-tribromo-2-methoxybenzene",C7H5Br3O,95970-19-7,3118,M,0.0052,2800,-5.2591,-23.2805
"1,3,5,7-tetrachloronaphthalene",C10H4Cl4,53555-64-9,3732,M,0.056,5600,-2.8824,-46.561
"1,3,5-cycloheptatriene",C7H8,544-25-2,3673,L,0.0022,3900,-6.1193,-32.4264
"1,3,5-tribromo-2-methoxybenzene",C7H5Br3O,607-99-8,3118,M,0.019,6400,-3.96332,-53.2126
"1,3,5-trichloro-2-methoxybenzene",C7H5Cl3O,87-40-1,3118,M,0.0044,640,-5.42615,-5.32126
"1,3,5-trichloro-2-methoxybenzene",C7H5Cl3O,87-40-1,3719,M,0.023,5500,-3.77226,-45.7295
"1,3,5-trichlorobenzene",C6H3Cl3,108-70-3,1107,M,0.0018,4100,-6.31997,-34.0893
"1,3,5-trichloronaphthalene",C10H5Cl3,51570-43-5,3732,M,0.071,5500,-2.64508,-45.7295
"1,3,5-trimethylbenzene",C6H3(CH3)3,108-67-8,1156,M,0.0014,3600,-6.57128,-29.9321
"1,3,5-trimethylbenzene",C6H3(CH3)3,108-67-8,2453,M,0.0011,4700,-6.81245,-39.078
"1,3,5-trimethylbenzene",C6H3(CH3)3,108-67-8,2891,M,0.0023,5100,-6.07485,-42.4038
"1,3,5-trimethylbenzene",C6H3(CH3)3,108-67-8,2904,M,0.0015,3000,-6.50229,-24.9434
"1,3,5-trimethylbenzene",C6H3(CH3)3,108-67-8,2984,M,0.0011,4600,-6.81245,-38.2465
"1,3,5-trimethylbenzene",C6H3(CH3)3,108-67-8,3518,L,0.0012,4400,-6.72543,-36.5836
"1,3,5-trimethylbenzene",C6H3(CH3)3,108-67-8,3673,L,0.0013,4900,-6.64539,-40.7409
"1,3-butadiene",C4H6,106-99-0,190,L,0.00014,4500,-8.87387,-37.4151
"1,3-butadiene",C4H6,106-99-0,3673,L,0.00014,3200,-8.87387,-26.6063
"1,3-butanediol",C4H10O2,107-88-0,3067,V,7000,10000,8.85367,-83.1446
"1,3-dichloro-1,1,2,2,3-pentafluoro-propane",CClF2CF2CHClF,507-55-1,2939,M,0.00011,3100,-9.11503,-25.7748
"1,3-dichlorobenzene",C6H4Cl2,541-73-1,1156,M,0.003,2600,-5.80914,-21.6176
"1,3-dichlorobenzene",C6H4Cl2,541-73-1,1943,L,0.0034,4300,-5.68398,-35.7522
"1,3-dichlorobenzene",C6H4Cl2,541-73-1,2891,M,0.0052,4800,-5.2591,-39.9094
"1,3-dichlorobenzene",C6H4Cl2,541-73-1,2904,M,0.0038,4400,-5.57275,-36.5836
"1,3-dichlorobenzene",C6H4Cl2,541-73-1,3518,L,0.0031,4400,-5.77635,-36.5836
"1,3-dichlorobenzene",C6H4Cl2,541-73-1,3681,L,0.0031,3700,-5.77635,-30.7635
"1,3-dichlorobenzene",C6H4Cl2,541-73-1,usepa82,X,0.0039,2400,-5.54678,-19.9547
"1,3-dichloropropane",C3H6Cl2,142-28-9,1150,M,0.01,3900,-4.60517,-32.4264
"1,3-dichloropropane",C3H6Cl2,142-28-9,2891,M,0.013,5300,-4.34281,-44.0667
"1,3-dichloropropane",C3H6Cl2,142-28-9,2904,M,0.011,5000,-4.50986,-41.5723
"1,3-dichloropropane",C3H6Cl2,142-28-9,3245,L,0.01,3900,-4.60517,-32.4264
"1,3-dichloropropane",C3H6Cl2,142-28-9,3500,L,0.01,3900,-4.60517,-32.4264
"1,3-dichloropropane",C3H6Cl2,142-28-9,3518,L,0.012,3100,-4.42285,-25.7748
"1,3-dichloropropene",C3H4Cl2,542-75-6,855,M,0.0064,4300,-5.05146,-35.7522
"1,3-dichloropropene",C3H4Cl2,542-75-6,usepa82,X,0.0028,1500,-5.87814,-12.4717
"1,3-dihydroxybenzene",C6H4(OH)2,108-46-3,usepa82,X,81000,6300,11.3022,-52.3811
"1,3-dimethoxy-2-hydroxybenzene",C8H10O3,91-10-1,1142,M,50,6700,3.91202,-55.7069
"1,3-dimethylbenzene",C6H4(CH3)2,108-38-3,1156,M,0.0013,3300,-6.64539,-27.4377
"1,3-dimethylbenzene",C6H4(CH3)2,108-38-3,1525,L,0.0014,4200,-6.57128,-34.9207
"1,3-dimethylbenzene",C6H4(CH3)2,108-38-3,1943,V,0.0017,4300,-6.37713,-35.7522
"1,3-dimethylbenzene",C6H4(CH3)2,108-38-3,2270,M,0.0014,6000,-6.57128,-49.8868
"1,3-dimethylbenzene",C6H4(CH3)2,108-38-3,2375,V,0.0016,4800,-6.43775,-39.9094
"1,3-dimethylbenzene",C6H4(CH3)2,108-38-3,2453,M,0.0014,4700,-6.57128,-39.078
"1,3-dimethylbenzene",C6H4(CH3)2,108-38-3,2904,M,0.0015,2900,-6.50229,-24.1119
"1,3-dimethylbenzene",C6H4(CH3)2,108-38-3,2922,M,0.0018,4500,-6.31997,-37.4151
"1,3-dimethylbenzene",C6H4(CH3)2,108-38-3,3518,L,0.0015,4300,-6.50229,-35.7522
"1,3-dimethylbenzene",C6H4(CH3)2,108-38-3,3673,L,0.0014,4600,-6.57128,-38.2465
"1,3-dimethylbenzene",C6H4(CH3)2,108-38-3,3681,L,0.0014,4100,-6.57128,-34.0893
"1,3-dimethylbenzene",C6H4(CH3)2,108-38-3,584,M,0.0016,4300,-6.43775,-35.7522
"1,3-dimethylbenzene",C6H4(CH3)2,108-38-3,719,V,0.0017,5000,-6.37713,-41.5723
"1,3-dimethylbenzene",C6H4(CH3)2,108-38-3,747,L,0.0013,4200,-6.64539,-34.9207
"1,3-dioxolane",C3H6O2,646-06-0,3305,M,0.43,4800,-0.84397,-39.9094
"1,3-dioxolane",C3H6O2,646-06-0,723,T,0.4,4800,-0.916291,-39.9094
"1,3-propanediol",C3H8O2,504-63-2,3067,V,16000,9500,9.68034,-78.9874
"1,4,5,8-tetrachloronaphthalene",C10H4Cl4,3432-57-3,3732,M,0.35,5700,-1.04982,-47.3924
"1,4,5-trichloronaphthalene",C10H5Cl3,2437-55-0,3732,M,0.22,5400,-1.51413,-44.8981
"1,4,6,7-tetrachloronaphthalene",C10H4Cl4,55720-43-9,3732,M,0.092,5800,-2.38597,-48.2239
"1,4-butanediol",C4H10O2,110-63-4,3067,V,35000,11000,10.4631,-91.4591
"1,4-cyclohexadiene",C6H8,628-41-1,3518,L,0.0013,4000,-6.64539,-33.2579
"1,4-cyclohexadiene",C6H8,628-41-1,3673,L,0.001,3800,-6.90776,-31.595
"1,4-diazacyclohexane",C4H10N2,110-85-0,2376,T,100,11000,4.60517,-91.4591
"1,4-diazacyclohexane",C4H10N2,110-85-0,3584,M,4500,7400,8.41183,-61.527
"1,4-dichlorobenzene",C6H4Cl2,106-46-7,1156,M,0.0031,2700,-5.77635,-22.449
"1,4-dichlorobenzene",C6H4Cl2,106-46-7,1943,L,0.0045,4400,-5.40368,-36.5836
"1,4-dichlorobenzene",C6H4Cl2,106-46-7,2891,M,0.0058,4600,-5.1499,-38.2465
"1,4-dichlorobenzene",C6H4Cl2,106-46-7,2904,M,0.0047,4800,-5.36019,-39.9094
"1,4-dichlorobenzene",C6H4Cl2,106-46-7,3518,L,0.0038,6000,-5.57275,-49.8868
"1,4-dichlorobenzene",C6H4Cl2,106-46-7,3681,L,0.0032,3800,-5.7446,-31.595
"1,4-dichlorobenzene",C6H4Cl2,106-46-7,usepa82,X,0.0037,2700,-5.59942,-22.449
"1,4-dichlorobutane",C4H8Cl2,110-56-5,1150,M,0.02,3100,-3.91202,-25.7748
"1,4-dichlorobutane",C4H8Cl2,110-56-5,3518,L,0.02,3600,-3.91202,-29.9321
